route_id,assigned_station,sequence,cluster_id,centroid_lat,centroid_lng,roi_score,route_reward,violation_count,road_class,lcle_pct,bci,persistence,recurrence,peak_window,classification,review_required,routing_source,nearest_node_from,nearest_node_to,estimated_leg_km,estimated_leg_minutes,cumulative_minutes,recommended_action
ROUTE_CUBBON_PARK_001,CUBBON PARK,1,C_138,12.971359,77.597517,86.6236,0.6488,886,tertiary,78.022,0.0045010399028236675,80.0,1.0,11:00-13:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CUBBON_PARK_001,CUBBON PARK,2,C_260,12.977454,77.591083,88.9299,0.5825,150,unclassified,49.6128,0.08504846271348512,36.5,0.6522,02:00-04:00,RESPONSIVE,False,graph,12558269342.0,663311727.0,1.2322,2.6643,22.66,Targeted short-term patrol during peak window
ROUTE_CUBBON_PARK_001,CUBBON PARK,3,C_217,12.976836,77.58907,88.2841,0.5796,248,primary,24.4166,0.02970143865519615,27.0,0.8696,02:00-04:00,STRUCTURAL,False,graph,663311727.0,663196284.0,0.606,0.8246,33.49,Recurring patrol + towing support + signage/infra review
ROUTE_CUBBON_PARK_001,CUBBON PARK,4,C_57,12.97895,77.592082,84.5941,0.5208,32,primary,14.5768,0.16544653634231085,11.0,0.3913,11:00-13:00,RESPONSIVE,False,graph,663196284.0,10121296057.0,0.2641,0.3153,43.8,Targeted short-term patrol during peak window
ROUTE_CUBBON_PARK_001,CUBBON PARK,5,C_33,12.979723,77.592639,82.7491,0.5084,49,primary,13.2535,0.16544653634231085,6.5,0.6087,10:00-12:00,RESPONSIVE,False,graph,10121296057.0,11854384390.0,0.4622,0.5518,54.36,Targeted short-term patrol during peak window
ROUTE_CUBBON_PARK_001,CUBBON PARK,6,C_107,12.980803,77.59716,89.0221,0.5434,113,secondary,16.1426,0.14256224689428834,20.5,0.6087,04:00-06:00,RESPONSIVE,False,graph,11854384390.0,3641907748.0,0.5172,0.9183,65.27,Targeted short-term patrol during peak window
ROUTE_CUBBON_PARK_001,CUBBON PARK,7,C_691,12.980425,77.59355,72.8782,0.473,16,primary,25.9618,0.16544653634231085,3.5,0.1739,08:00-10:00,RESPONSIVE,True,graph,3641907748.0,11854384389.0,0.4277,0.5105,75.78,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CUBBON_PARK_001,CUBBON PARK,8,C_524,12.980625,77.594026,63.6531,0.4426,41,unclassified,51.5834,0.0747855693641093,5.0,0.3043,04:00-06:00,RESPONSIVE,False,graph,11854384389.0,661987313.0,0.0579,0.0814,85.87,Targeted short-term patrol during peak window
ROUTE_DEVANAHALLI_AIRPORT_001,DEVANAHALLI AIRPORT,1,C_622,13.191803,77.680992,11.6236,0.1559,16,residential,61.1786,0.0004657463536303624,3.0,0.3043,05:00-07:00,RESPONSIVE,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,1,C_160,12.870635,77.655588,88.8376,0.6178,139,secondary,47.6832,0.03214823303058725,22.5,0.8261,12:00-14:00,STRUCTURAL,False,start,,,0.0,0.0,10.0,Recurring patrol + towing support + signage/infra review
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,2,C_176,12.870552,77.653971,91.5129,0.568,195,secondary,36.7347,0.0367178843789951,41.5,0.7391,12:00-14:00,RESPONSIVE,False,graph,3874196344.0,6136172560.0,0.2267,0.3561,20.36,Targeted short-term patrol during peak window
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,3,C_371,12.880873,77.645297,55.7196,0.3684,63,tertiary,40.1176,0.00735028241029404,7.0,0.6522,03:00-05:00,RESPONSIVE,False,graph,6136172560.0,13279793224.0,1.7797,1.5792,31.94,Targeted short-term patrol during peak window
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,4,C_273,12.893947,77.656957,56.7343,0.3734,18,tertiary,34.3329,0.04915048663578612,2.0,0.4348,07:00-09:00,RESPONSIVE,True,graph,13279793224.0,264347201.0,3.3856,4.0872,46.02,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,5,C_256,12.840657,77.676792,31.2731,0.3153,332,motorway_link,61.157,6.567751314865657e-05,28.5,0.7826,09:00-11:00,STRUCTURAL,False,graph,264347201.0,11383273877.0,7.0562,7.599,63.62,Recurring patrol + towing support + signage/infra review
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,6,C_980,12.869652,77.653111,35.4244,0.2359,17,tertiary,26.1459,0.008548659077782173,3.5,0.3043,11:00-13:00,RESPONSIVE,True,graph,11383273877.0,13377866906.0,4.3369,3.7085,77.33,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,7,C_902,12.886002,77.642153,36.6236,0.247,16,tertiary,28.1519,0.014911136237265067,7.5,0.087,10:00-12:00,RESPONSIVE,True,graph,13377866906.0,7175206214.0,2.1748,1.974,89.3,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_ELECTRONIC_CITY_001,ELECTRONIC CITY,8,C_173,12.841908,77.645806,0.369,0.2008,1959,residential,87.6169,0.0,310.0,1.0,12:00-14:00,STRUCTURAL,True,graph,7175206214.0,1471804787.0,5.9933,9.0521,108.36,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,1,C_126,12.93038,77.685432,99.5387,0.8322,939,trunk_link,100.0,0.38128168201053786,152.0,0.9565,08:00-10:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,2,C_298,12.939724,77.695554,100.0,0.828,1409,trunk,50.9369,0.6915008793549711,239.0,0.913,08:00-10:00,STRUCTURAL,True,graph,1694231991.0,12060861673.0,1.5278,2.065,22.07,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,3,C_276,12.948089,77.699161,95.6642,0.7186,47,trunk,30.1066,0.7314324128147743,18.5,0.2609,08:00-10:00,RESPONSIVE,False,graph,12060861673.0,1275552789.0,1.0676,1.3523,33.42,Targeted short-term patrol during peak window
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,4,C_274,12.946629,77.698849,86.2546,0.6434,39,tertiary,98.2925,0.10612811735469374,7.5,0.3478,08:00-10:00,RESPONSIVE,False,graph,1275552789.0,1275552789.0,0.0,0.0,43.42,Targeted short-term patrol during peak window
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,5,C_168,12.950631,77.699789,97.6937,0.7281,1186,tertiary,81.1013,0.054924099056024696,146.0,0.913,03:00-05:00,STRUCTURAL,True,graph,1275552789.0,3505695862.0,2.0175,3.1061,56.52,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,6,C_405,12.943569,77.697735,95.2952,0.675,186,tertiary,49.0525,0.12779496833739673,31.5,0.8261,06:00-08:00,STRUCTURAL,False,graph,3505695862.0,515736998.0,0.9641,1.5266,68.05,Recurring patrol + towing support + signage/infra review
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,7,C_294,12.941431,77.696555,94.1882,0.6972,42,trunk,21.7051,0.7314324128147743,7.0,0.4783,09:00-11:00,RESPONSIVE,False,graph,515736998.0,11891216393.0,0.2942,0.4471,78.5,Targeted short-term patrol during peak window
ROUTE_HAL_OLD_AIRPORT_001,HAL OLD AIRPORT,8,C_876,12.94259,77.696994,92.6199,0.6914,30,trunk,27.9971,0.6980902241546002,7.0,0.2609,10:00-12:00,RESPONSIVE,False,graph,11891216393.0,11891216393.0,0.0,0.0,88.5,Targeted short-term patrol during peak window
ROUTE_HALASUR_001,HALASUR,1,C_229,12.973433,77.61523,99.262,0.704,1139,primary,38.9094,0.1948902502002022,191.5,1.0,04:00-06:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HALASUR_001,HALASUR,2,C_242,12.971364,77.618128,87.7306,0.6302,304,unclassified,55.8319,0.05976360221652852,36.0,0.6522,03:00-05:00,STRUCTURAL,False,graph,334473855.0,1274615186.0,0.8273,1.5748,21.57,Recurring patrol + towing support + signage/infra review
ROUTE_HALASUR_001,HALASUR,3,C_291,12.97299,77.620104,91.0517,0.6005,248,secondary,20.1263,0.0923013864013233,20.5,0.9565,11:00-13:00,STRUCTURAL,True,graph,1274615186.0,455878638.0,0.3785,0.5995,32.17,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HALASUR_001,HALASUR,4,C_158,12.975231,77.620247,92.1587,0.6111,207,secondary,24.4603,0.08084650214003225,25.5,0.913,04:00-06:00,STRUCTURAL,True,graph,455878638.0,3731784137.0,0.2408,0.3534,42.53,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HALASUR_001,HALASUR,5,C_429,12.973723,77.622998,89.9446,0.62,479,primary,46.6965,0.007676739076621336,67.0,0.913,04:00-06:00,STRUCTURAL,True,graph,3731784137.0,1808727543.0,0.6356,1.193,53.72,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HALASUR_001,HALASUR,6,C_642,12.97233,77.618334,75.5535,0.4964,68,unclassified,45.5393,0.05976360221652852,11.5,0.5652,03:00-05:00,RESPONSIVE,False,graph,1808727543.0,1274615208.0,1.1124,1.4493,65.17,Targeted short-term patrol during peak window
ROUTE_HALASUR_001,HALASUR,7,C_569,12.971512,77.619172,64.0221,0.3903,30,secondary,20.6711,0.0347224242320634,5.5,0.4348,04:00-06:00,RESPONSIVE,False,graph,1274615208.0,10784153212.0,0.6629,1.2455,76.42,Targeted short-term patrol during peak window
ROUTE_HALASUR_001,HALASUR,8,C_452,12.961192,77.636069,78.4133,0.4824,39,primary,25.2902,0.06450716371798867,5.5,0.5217,04:00-06:00,SEASONAL,False,graph,10784153212.0,1215243222.0,2.752,3.6173,90.03,Weekend/day-specific patrol during predicted peak window
ROUTE_HALASURU_GATE_001,HALASURU GATE,1,C_38,12.964582,77.583898,98.893,0.7185,3040,secondary,61.9027,0.07521182430044962,298.5,1.0,10:00-12:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HALASURU_GATE_001,HALASURU GATE,2,C_8,12.968006,77.588585,89.2989,0.6106,383,unclassified,35.2538,0.07010773261225092,46.0,0.913,04:00-06:00,STRUCTURAL,True,graph,429001172.0,3943325840.0,0.752,1.0377,21.04,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HALASURU_GATE_001,HALASURU GATE,3,C_789,12.968867,77.590103,74.631,0.4761,20,primary,23.1463,0.1540563043641519,3.0,0.3043,05:00-07:00,RESPONSIVE,True,graph,3943325840.0,428420786.0,0.1091,0.1302,31.17,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HALASURU_GATE_001,HALASURU GATE,4,C_125,12.967198,77.588425,85.2399,0.541,21,primary,20.0088,0.20950730448962723,6.0,0.4348,07:00-09:00,RESPONSIVE,True,graph,428420786.0,249081348.0,1.9042,2.8988,44.07,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HALASURU_GATE_001,HALASURU GATE,5,C_249,12.963311,77.582778,89.4834,0.5623,35,primary,22.463,0.18021220304166313,7.5,0.6957,11:00-13:00,RESPONSIVE,False,graph,249081348.0,11889038543.0,0.7949,0.949,55.02,Targeted short-term patrol during peak window
ROUTE_HALASURU_GATE_001,HALASURU GATE,6,C_379,12.973662,77.582978,84.7786,0.5526,76,tertiary,52.1152,0.03537128285410664,20.0,0.5652,04:00-06:00,RESPONSIVE,False,graph,11889038543.0,249081404.0,1.7795,2.5525,67.57,Targeted short-term patrol during peak window
ROUTE_HALASURU_GATE_001,HALASURU GATE,7,C_337,12.967982,77.587122,70.6642,0.4408,20,primary_link,19.6694,0.11284038132485066,2.5,0.4348,08:00-10:00,RESPONSIVE,True,graph,249081404.0,665062617.0,1.6737,2.2259,79.79,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HALASURU_GATE_001,HALASURU GATE,8,C_215,12.962834,77.590053,76.1993,0.4622,40,primary,21.2601,0.054914788952917536,5.0,0.6522,05:00-07:00,RESPONSIVE,False,graph,665062617.0,1650296797.0,1.44,2.2208,92.01,Targeted short-term patrol during peak window
ROUTE_HEBBALA_001,HEBBALA,1,C_41,13.035301,77.589024,97.786,0.6722,3198,tertiary,38.423,0.07376119612008207,215.5,1.0,04:00-06:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HEBBALA_001,HEBBALA,2,C_400,13.039589,77.589622,87.0849,0.5753,54,trunk_link,15.3095,0.36575231425479343,4.5,0.7391,09:00-11:00,RESPONSIVE,False,graph,7172904984.0,430127815.0,1.1608,1.8197,21.82,Targeted short-term patrol during peak window
ROUTE_HEBBALA_001,HEBBALA,3,C_562,13.040592,77.589832,88.0996,0.583,59,trunk_link,16.6747,0.36575231425479343,6.0,0.5652,04:00-06:00,RESPONSIVE,False,graph,430127815.0,430127813.0,0.3324,0.5052,32.32,Targeted short-term patrol during peak window
ROUTE_HEBBALA_001,HEBBALA,4,C_544,13.049337,77.593345,92.0664,0.6185,158,tertiary,55.934,0.13547666720793122,21.5,0.3913,03:00-05:00,RESPONSIVE,False,graph,430127813.0,3739201969.0,4.4565,5.744,48.07,Targeted short-term patrol during peak window
ROUTE_HEBBALA_001,HEBBALA,5,C_765,13.055682,77.594161,72.3247,0.4795,31,tertiary,42.4856,0.08708806375661489,10.5,0.1304,05:00-07:00,RESPONSIVE,False,graph,3739201969.0,1119952220.0,1.9369,2.2819,60.35,Targeted short-term patrol during peak window
ROUTE_HEBBALA_001,HEBBALA,6,C_612,13.071659,77.59317,76.9373,0.5564,108,tertiary,53.0476,0.014777661856286624,13.0,0.7826,11:00-13:00,STRUCTURAL,False,graph,1119952220.0,9871509164.0,2.9764,4.1234,74.47,Recurring patrol + towing support + signage/infra review
ROUTE_HEBBALA_001,HEBBALA,7,C_813,13.066921,77.594295,44.6494,0.3164,36,tertiary,44.8866,0.014810069289587828,10.0,0.087,05:00-07:00,SEASONAL,False,graph,9871509164.0,4952592568.0,1.1361,1.3122,85.79,Weekend/day-specific patrol during predicted peak window
ROUTE_HEBBALA_001,HEBBALA,8,C_637,13.037898,77.589514,39.2066,0.2463,18,tertiary,16.7371,0.027094691496316253,3.0,0.2609,08:00-10:00,RESPONSIVE,True,graph,4952592568.0,10091468335.0,5.9885,7.497,103.28,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HENNURU_001,HENNURU,1,C_486,13.072187,77.633745,67.0664,0.4114,50,primary,23.4582,0.035708939627351194,4.5,0.4348,12:00-14:00,RESPONSIVE,False,start,,,0.0,0.0,10.0,Targeted short-term patrol during peak window
ROUTE_HENNURU_001,HENNURU,2,C_629,13.071114,77.633705,56.1808,0.3426,28,primary,17.445,0.036910922841457874,2.5,0.4348,07:00-09:00,RESPONSIVE,True,graph,10232521117.0,4493835627.0,0.1298,0.2683,20.27,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HENNURU_001,HENNURU,3,C_944,13.050109,77.630237,64.2066,0.3976,37,primary,23.2728,0.04647333840935878,6.5,0.1739,15:00-17:00,RESPONSIVE,False,graph,4493835627.0,5327205132.0,2.7462,3.46,33.73,Targeted short-term patrol during peak window
ROUTE_HENNURU_001,HENNURU,4,C_779,13.044925,77.626752,59.2251,0.3735,15,primary,17.9176,0.10384951255654858,3.5,0.1304,14:00-16:00,RESPONSIVE,True,graph,5327205132.0,9337397804.0,0.67,0.9446,44.67,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HENNURU_001,HENNURU,5,C_618,13.045509,77.62729,52.3063,0.3285,53,residential,20.295,0.05024718256715032,7.0,0.2609,14:00-16:00,RESPONSIVE,False,graph,9337397804.0,9337397804.0,0.0,0.0,54.67,Targeted short-term patrol during peak window
ROUTE_HENNURU_001,HENNURU,6,C_108,13.06812,77.629426,52.583,0.34,25,secondary,28.8351,0.037145745940451336,2.5,0.3043,02:00-04:00,RESPONSIVE,True,graph,9337397804.0,2460233494.0,3.3603,4.4482,69.12,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HENNURU_001,HENNURU,7,C_838,13.060495,77.652075,48.6162,0.3577,59,tertiary,59.2035,0.004926054750742282,9.5,0.3043,11:00-13:00,SEASONAL,False,graph,2460233494.0,355840357.0,2.957,4.35,83.47,Weekend/day-specific patrol during predicted peak window
ROUTE_HENNURU_001,HENNURU,8,C_517,13.083453,77.638287,43.7269,0.2868,33,tertiary,29.7734,0.005801335713113143,10.0,0.3043,13:00-15:00,RESPONSIVE,False,graph,355840357.0,7299083161.0,3.9334,5.641,99.11,Targeted short-term patrol during peak window
ROUTE_HIGH_GROUND_001,HIGH GROUND,1,C_327,12.992657,77.588875,94.4649,0.7037,2757,residential,77.1672,0.009131270630897843,296.5,0.913,03:00-05:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HIGH_GROUND_001,HIGH GROUND,2,C_134,12.987178,77.580301,82.8413,0.631,205,residential,80.7238,0.012817331757271355,31.0,0.913,07:00-09:00,STRUCTURAL,True,graph,461789808.0,10279595648.0,1.7567,2.6006,22.6,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HIGH_GROUND_001,HIGH GROUND,3,C_105,12.980522,77.578841,90.7749,0.6045,153,primary,24.2352,0.09096405348797565,13.5,0.8261,05:00-07:00,STRUCTURAL,False,graph,10279595648.0,2190851942.0,1.1118,1.6171,34.22,Recurring patrol + towing support + signage/infra review
ROUTE_HIGH_GROUND_001,HIGH GROUND,4,C_119,12.9889,77.592259,75.6458,0.5229,217,tertiary,35.8218,0.010593449815563236,19.5,0.9565,08:00-10:00,STRUCTURAL,True,graph,2190851942.0,9996923764.0,2.7641,3.8929,48.11,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HIGH_GROUND_001,HIGH GROUND,5,C_880,12.993265,77.59593,51.9373,0.3539,17,tertiary,42.0585,0.024762810468680847,4.0,0.2609,06:00-08:00,RESPONSIVE,True,graph,9996923764.0,4058219849.0,1.9129,2.9659,61.08,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HIGH_GROUND_001,HIGH GROUND,6,C_568,12.991868,77.594384,33.5793,0.2523,62,unclassified,44.4358,0.0027246935244525827,8.5,0.5217,04:00-06:00,RESPONSIVE,False,graph,4058219849.0,263156607.0,0.7042,1.2996,72.38,Targeted short-term patrol during peak window
ROUTE_HIGH_GROUND_001,HIGH GROUND,7,C_766,12.987649,77.591153,40.9594,0.2658,20,tertiary,25.4728,0.010579745771546262,5.0,0.3043,05:00-07:00,RESPONSIVE,True,graph,263156607.0,9662138621.0,0.8241,1.4154,83.79,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HIGH_GROUND_001,HIGH GROUND,8,C_16,12.983939,77.57792,35.8856,0.32,352,secondary,47.4207,0.00014837535972882037,26.5,0.9565,08:00-10:00,STRUCTURAL,True,graph,9662138621.0,3676198939.0,1.9599,3.2145,97.01,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,1,C_177,12.891927,77.638168,98.2472,0.6996,341,trunk,25.2076,0.34157419562856,56.5,1.0,02:00-04:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,2,C_353,12.9129,77.625537,94.8339,0.6543,202,tertiary,32.7748,0.1610601846584659,25.0,1.0,11:00-13:00,STRUCTURAL,True,graph,1417340855.0,6196977039.0,3.4598,4.5649,24.56,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,3,C_240,12.911734,77.626221,84.2251,0.5836,84,tertiary,36.2543,0.07749360904326388,9.0,0.7826,11:00-13:00,STRUCTURAL,False,graph,6196977039.0,9797838896.0,1.3159,1.2348,35.8,Recurring patrol + towing support + signage/infra review
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,4,C_292,12.912521,77.635414,80.6273,0.5493,684,tertiary,33.028,0.0049284026411066375,96.5,0.8696,14:00-16:00,STRUCTURAL,False,graph,9797838896.0,266272841.0,2.2663,2.7857,48.59,Recurring patrol + towing support + signage/infra review
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,5,C_155,12.911657,77.638105,83.3948,0.5679,746,tertiary,35.9912,0.008771299533520556,64.0,0.913,12:00-14:00,STRUCTURAL,True,graph,266272841.0,306614045.0,0.395,0.5982,59.18,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,6,C_304,12.916427,77.638118,80.5351,0.5062,40,secondary,20.9845,0.15815126732405602,4.5,0.6522,03:00-05:00,RESPONSIVE,False,graph,306614045.0,2110371293.0,0.5,0.75,69.93,Targeted short-term patrol during peak window
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,7,C_230,12.922933,77.651485,74.9077,0.4917,76,secondary,16.4835,0.020253243454259037,18.0,0.7826,10:00-12:00,STRUCTURAL,False,graph,2110371293.0,263386428.0,1.9066,2.7704,82.7,Recurring patrol + towing support + signage/infra review
ROUTE_HSR_LAYOUT_001,HSR LAYOUT,8,C_700,12.92443,77.64996,58.2103,0.387,28,primary,40.3925,0.030266390578947457,5.0,0.1304,02:00-04:00,SEASONAL,True,graph,263386428.0,12203527486.0,0.3667,0.4921,93.2,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_HULIMAVU_001,HULIMAVU,1,C_563,12.884239,77.641487,94.9262,0.6695,90,tertiary,81.5044,0.12021483241375593,21.0,0.6957,03:00-05:00,RESPONSIVE,False,start,,,0.0,0.0,10.0,Targeted short-term patrol during peak window
ROUTE_HULIMAVU_001,HULIMAVU,2,C_354,12.884881,77.642324,91.6052,0.6306,77,tertiary,41.8209,0.06304506383904017,27.0,0.8261,02:00-04:00,STRUCTURAL,False,graph,4347022593.0,1417340841.0,0.1415,0.215,20.22,Recurring patrol + towing support + signage/infra review
ROUTE_HULIMAVU_001,HULIMAVU,3,C_184,12.893198,77.637056,77.3063,0.606,337,residential,83.4013,0.0017098546178367425,97.5,1.0,02:00-04:00,STRUCTURAL,True,graph,1417340841.0,3168015469.0,1.105,1.0556,31.27,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_HULIMAVU_001,HULIMAVU,4,C_655,12.883576,77.642883,80.4428,0.5082,43,tertiary,34.7784,0.06565742639142788,8.5,0.6957,02:00-04:00,RESPONSIVE,False,graph,3168015469.0,3353314747.0,1.8153,1.98,43.25,Targeted short-term patrol during peak window
ROUTE_HULIMAVU_001,HULIMAVU,5,C_263,12.88709,77.640883,65.4059,0.4695,115,tertiary,38.3273,0.0027688618846453818,31.0,0.8261,02:00-04:00,STRUCTURAL,False,graph,3353314747.0,1417340849.0,1.5242,2.1703,55.42,Recurring patrol + towing support + signage/infra review
ROUTE_HULIMAVU_001,HULIMAVU,6,C_825,12.881575,77.644285,68.2657,0.4765,18,tertiary,58.3773,0.06565742639142788,7.5,0.1304,05:00-07:00,SEASONAL,True,graph,1417340849.0,12144075502.0,0.7213,1.0819,66.5,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_HULIMAVU_001,HULIMAVU,7,C_1015,12.884607,77.641937,59.3173,0.4316,7,tertiary,54.1929,0.12021483241375593,2.0,0.1304,02:00-04:00,RESPONSIVE,True,graph,12144075502.0,1417340841.0,0.4243,0.6365,77.14,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_HULIMAVU_001,HULIMAVU,8,C_365,12.875532,77.648262,44.3727,0.4307,161,residential,90.3614,0.0007468293106469452,17.5,0.7826,03:00-05:00,STRUCTURAL,False,graph,1417340841.0,11725146267.0,1.2138,1.8208,88.96,Recurring patrol + towing support + signage/infra review
ROUTE_J_P_NAGAR_001,J.P. NAGAR,1,C_431,12.912197,77.585704,95.4797,0.7053,92,secondary,26.0232,0.4519046535838448,15.0,0.7391,11:00-13:00,STRUCTURAL,False,start,,,0.0,0.0,10.0,Recurring patrol + towing support + signage/infra review
ROUTE_J_P_NAGAR_001,J.P. NAGAR,2,C_712,12.910633,77.585169,82.6568,0.5764,49,secondary,54.539,0.1979435823602134,8.5,0.1304,04:00-06:00,SEASONAL,False,graph,305154268.0,5354313558.0,0.2756,0.4096,20.41,Weekend/day-specific patrol during predicted peak window
ROUTE_J_P_NAGAR_001,J.P. NAGAR,3,C_546,12.900301,77.585855,80.9041,0.5655,47,tertiary,27.9766,0.1418342168092487,4.5,0.7826,02:00-04:00,STRUCTURAL,False,graph,5354313558.0,287899763.0,1.2015,1.8099,32.22,Recurring patrol + towing support + signage/infra review
ROUTE_J_P_NAGAR_001,J.P. NAGAR,4,C_767,12.904792,77.58568,78.321,0.5223,29,tertiary,42.4737,0.13841731118756065,4.0,0.3913,09:00-11:00,RESPONSIVE,True,graph,287899763.0,7100647716.0,0.5131,0.7796,43.0,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_J_P_NAGAR_001,J.P. NAGAR,5,C_689,12.906254,77.590989,81.2731,0.5423,20,trunk,36.5537,0.20120651254651264,4.5,0.2174,04:00-06:00,RESPONSIVE,True,graph,7100647716.0,309594458.0,0.6826,0.8668,53.87,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_J_P_NAGAR_001,J.P. NAGAR,6,C_728,12.895039,77.5992,94.3727,0.5997,94,primary,20.3143,0.2454927142267295,20.0,0.5652,06:00-08:00,RESPONSIVE,False,graph,309594458.0,3874223188.0,2.1099,3.1446,67.01,Targeted short-term patrol during peak window
ROUTE_J_P_NAGAR_001,J.P. NAGAR,7,C_656,12.894513,77.598953,85.6089,0.5559,18,primary,23.7793,0.2454927142267295,6.5,0.3043,06:00-08:00,RESPONSIVE,True,graph,3874223188.0,7287791535.0,0.9835,1.747,78.76,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_J_P_NAGAR_001,J.P. NAGAR,8,C_734,12.907569,77.600211,78.2288,0.5017,146,tertiary,43.6624,0.025059070706986413,17.5,0.4783,09:00-11:00,RESPONSIVE,False,graph,7287791535.0,7291672021.0,2.5342,3.523,92.28,Targeted short-term patrol during peak window
ROUTE_JALAHALLI_001,JALAHALLI,1,C_53,13.050834,77.55278,94.6494,0.6456,157,primary,24.2294,0.18893234513789164,16.5,0.8261,10:00-12:00,STRUCTURAL,False,start,,,0.0,0.0,10.0,Recurring patrol + towing support + signage/infra review
