cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes,handoff_ready,handoff_warning,prakhar_feature_version,downstream_join_key
C_694,13.00062193939394,77.61484166363635,33,4,SCOOTER,"SCOOTER:22,CAR:7,MOTOR CYCLE:3,PASSENGER AUTO:1",PULIKESHINAGAR(F.TOWN),"Madhavaraya Mudaliar Road, Nanjappa Block, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-12-06 02:16:46+05:30,2024-01-24 11:46:46+05:30,10,5,11,Wednesday,1,medium,0,11,26,0.7879,"[11, 13, 4]",Wednesday,MIXED,11.0,11.0,11:00-13:00,13:00-15:00,0.9394,MEDIUM,no strong weekday/weekend skew,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,17,17,MEDIUM,0,29,3110,13,8,21,0.0106,clean,50,0.2,0.2174,3.3,10,0.303,0.4545,0.5455,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.455 (>=0.45),clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_694
C_756,12.974464545454545,77.60708236363635,33,4,CAR,"CAR:15,SCOOTER:14,MOTOR CYCLE:3,MOPED:1",CUBBON PARK,"Church Street, Cauvery Junction, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",No Junction,0.0,0.0,2023-12-12 04:45:46+05:30,2024-04-08 13:37:46+05:30,17,11,11,Sunday,1,medium,0,11,12,0.3636,"[11, 12, 13]",Sunday,MIXED,11.0,12.0,11:00-13:00,12:00-14:00,0.8182,MEDIUM,no strong weekday/weekend skew,CUBBON PARK,police_station_mode,HIGH,13,13,LOW,0,19,1977,7,4,15,0.0167,clean,119,0.1429,0.4783,1.94,4,0.1212,0.5152,0.4848,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.515 (>=0.45),clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_756
C_204,12.905833048484848,77.63878798181818,33,5,LGV,"LGV:18,CAR:7,MOTOR CYCLE:4,GOODS AUTO:3,PASSENGER AUTO:1",HSR LAYOUT,"Hosapalya Main Road, Patel Channappa Circle, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",No Junction,0.0,0.0,2023-11-12 05:11:46+05:30,2024-03-13 07:07:46+05:30,15,10,5,Wednesday,2,medium,0,5,15,0.4545,"[5, 6, 4]",Wednesday,WEEKDAY,5.0,4.0,05:00-07:00,06:00-08:00,0.8788,MEDIUM,clean,HSR LAYOUT,police_station_mode,HIGH,19,19,MEDIUM,0,34,4491,19,6,26,0.0073,clean,123,0.122,0.4348,2.2,6,0.1818,0.303,0.697,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=15, violations=33, rec_rate=0.122",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_204
C_863,12.92980518556295,77.6846314873045,32,5,PASSENGER AUTO,"PASSENGER AUTO:20,CAR:9,LGV:1,SCOOTER:1,MOTOR CYCLE:1",HAL OLD AIRPORT,"Outer Ring Road, Saffron Square, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",No Junction,0.6562,0.0,2024-01-07 06:21:46+05:30,2024-03-29 03:47:46+05:30,11,9,8,Tuesday,1,medium,0,8,22,0.6875,"[8, 6, 3]",Tuesday,WEEKDAY,8.0,6.0,08:00-10:00,06:00-08:00,0.8438,MEDIUM,clean,HAL OLD AIRPORT,police_station_mode,HIGH,36,36,CRITICAL,0,51,19446,22,17,32,0.0016,clean,83,0.1325,0.3913,2.91,21,0.6562,0.0625,0.9375,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.656 (>=0.35, single-day burst)",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_863
C_434,12.901628825,77.660540196875,32,5,SCOOTER,"SCOOTER:15,MOTOR CYCLE:11,CAR:3,LGV:2,PASSENGER AUTO:1",BELLANDUR,"Sri Dinne Anjaneya Swamy Temple Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",No Junction,0.0,0.0,2023-11-17 05:52:46+05:30,2024-03-29 12:19:46+05:30,22,14,11,Thursday,2,medium,0,11,12,0.375,"[11, 4, 13]",Thursday,WEEKDAY,11.0,11.0,11:00-13:00,04:00-06:00,0.6562,MEDIUM,clean,BELLANDUR,police_station_mode,HIGH,21,21,MEDIUM,0,33,3892,16,7,26,0.0082,clean,134,0.1642,0.6087,1.45,4,0.125,0.2812,0.7188,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=22, violations=32, rec_rate=0.164",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_434
C_575,13.004135566492598,77.75697866993508,32,8,CAR,"CAR:17,PASSENGER AUTO:5,TEMPO:2,MOTOR CYCLE:2,SCOOTER:2,LGV:2,OTHERS:1,LORRY/GOODS VEHICLE:1",MAHADEVAPURA,"Whitefield Main Road, Wynn Gate, Belathur, Bengaluru, Karnataka. Pin-560067 (India)",No Junction,0.0,0.0,2023-11-23 09:45:46+05:30,2024-03-28 11:58:46+05:30,21,13,10,Thursday,1,medium,0,10,14,0.4375,"[10, 11, 5]",Thursday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.7812,MEDIUM,no strong weekday/weekend skew,MAHADEVAPURA,police_station_mode,HIGH,10,10,HIGH,0,20,6005,12,5,14,0.0053,clean,127,0.1654,0.5652,1.52,3,0.0938,0.375,0.625,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=21, violations=32, rec_rate=0.165",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_575
C_357,13.184399843749999,77.687556503125,32,1,CAR,CAR:32,CHIKKAJALA,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",No Junction,0.0,0.0,2023-11-15 02:48:46+05:30,2024-03-23 08:23:46+05:30,8,4,3,Friday,1,medium,0,3,12,0.375,"[3, 4, 2]",Friday,WEEKDAY,3.0,4.0,03:00-05:00,04:00-06:00,0.9062,MEDIUM,clean,CHIKKAJALA,police_station_mode,HIGH,10,10,HIGH,0,17,6107,9,3,14,0.0052,clean,130,0.0615,0.1739,4.0,10,0.3125,0.125,0.875,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=8, violations=32, rec_rate=0.061",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_357
C_0_26,12.973914665625,77.58167945000001,32,8,CAR,"CAR:19,SCOOTER:4,MAXI-CAB:3,MOTOR CYCLE:2,PASSENGER AUTO:1,OTHERS:1,PRIVATE BUS:1,VAN:1",HALASURU GATE,"Palace Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",BTP038 - Mysore Bank Junction,0.0,1.0,2023-11-17 10:40:46+05:30,2024-03-28 09:29:46+05:30,17,14,10,Friday,1,medium,0,10,12,0.375,"[10, 8, 6]",Friday,WEEKDAY,10.0,8.0,10:00-12:00,08:00-10:00,0.75,MEDIUM,clean,HALASURU GATE,police_station_mode,HIGH,14,14,HIGH,0,31,4524,18,4,23,0.0071,clean,133,0.1278,0.6087,1.88,7,0.2188,0.125,0.875,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=17, violations=32, rec_rate=0.128",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_26
C_426,12.967099740624999,77.59962663125,32,6,CAR,"CAR:14,SCOOTER:9,MOTOR CYCLE:4,PASSENGER AUTO:3,VAN:1,SCHOOL VEHICLE:1",ASHOK NAGAR,"D Souza Marg, Purva Premiere, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)","BTP099 - Cash Pharmacy, Residency Road",0.0,1.0,2023-11-15 08:20:46+05:30,2024-04-07 07:03:46+05:30,15,11,8,Saturday,1,medium,0,8,9,0.2812,"[8, 7, 5]",Saturday,MIXED,8.0,7.0,08:00-10:00,07:00-09:00,0.75,MEDIUM,no strong weekday/weekend skew,ASHOK NAGAR,police_station_mode,HIGH,15,15,MEDIUM,0,24,2968,10,7,17,0.0108,clean,145,0.1034,0.4783,2.13,6,0.1875,0.4375,0.5625,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=15, violations=32, rec_rate=0.103",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_426
C_721,13.03609446875,77.62540158125,32,8,HGV,"HGV:12,CAR:9,LGV:5,MINI LORRY:2,MAXI-CAB:1,SCHOOL VEHICLE:1,PRIVATE BUS:1,TEMPO:1",K.G. HALLI,"5th Cross Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",No Junction,0.0,0.0,2023-12-01 04:38:46+05:30,2024-02-01 02:39:46+05:30,12,7,3,Saturday,1,medium,0,3,14,0.4375,"[3, 2, 4]",Sunday,MIXED,3.0,2.0,03:00-05:00,02:00-04:00,0.8125,MEDIUM,no strong weekday/weekend skew,K.G. HALLI,police_station_mode,HIGH,3,3,LOW,1,9,458,6,1,8,0.0699,clean,63,0.1905,0.3043,2.67,7,0.2188,0.4375,0.5625,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=12, violations=32, rec_rate=0.191",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_721
C_57,12.978949531249999,77.59208209062501,32,3,SCOOTER,"SCOOTER:13,MOTOR CYCLE:10,CAR:9",CUBBON PARK,"Dr Ambedkar Road, Shanthaveri Gopalagowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP047 - Vidhan Soudha Metro Station,0.0,1.0,2023-11-10 11:34:46+05:30,2024-04-08 12:00:46+05:30,9,9,11,Monday,1,medium,0,11,22,0.6875,"[11, 2, 1]",Monday,WEEKDAY,11.0,11.0,11:00-13:00,02:00-04:00,0.875,MEDIUM,clean,CUBBON PARK,police_station_mode,HIGH,14,14,LOW,0,19,1977,7,4,15,0.0162,clean,151,0.0596,0.3913,3.56,8,0.25,0.1875,0.8125,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=9, violations=32, rec_rate=0.060",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_57
C_836,12.938462662500001,77.53359108437499,32,8,MOTOR CYCLE,"MOTOR CYCLE:9,SCOOTER:8,MAXI-CAB:5,CAR:4,LGV:2,PASSENGER AUTO:2,TEMPO:1,LORRY/GOODS VEHICLE:1",BANASHANKARI,"60 Feet Road, Veerabhadra Nagara Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",No Junction,0.0,0.0,2023-12-29 13:02:46+05:30,2024-04-03 04:39:46+05:30,13,8,13,Sunday,1,medium,0,13,9,0.2812,"[13, 2, 3]",Sunday,MIXED,2.0,13.0,13:00-15:00,02:00-04:00,0.6562,MEDIUM,no strong weekday/weekend skew,BANASHANKARI,police_station_mode,HIGH,4,4,LOW,0,8,1019,4,3,5,0.0314,clean,97,0.134,0.3478,2.46,9,0.2812,0.4062,0.5938,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=13, violations=32, rec_rate=0.134",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_836
C_1013,13.0059965875,77.620648321875,32,2,SCOOTER,"SCOOTER:31,MOTOR CYCLE:1",PULIKESHINAGAR(F.TOWN),"Bagalur Road, New Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)",No Junction,0.0,0.0,2024-04-04 11:52:46+05:30,2024-04-05 00:35:46+05:30,2,1,23,Thursday,1,medium,0,23,13,0.4062,"[23, 0, 12]",Thursday,WEEKDAY,23.0,,23:00-01:00,00:00-02:00,0.9062,MEDIUM,few active days (<7),PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,18,18,MEDIUM,0,29,3110,13,8,21,0.0103,clean,2,1.0,0.0435,16.0,21,0.6562,0.0,1.0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.656 (>=0.35, single-day burst)",very few active days (<7); very short observation span (<=7 days),True,OK,PRAKHAR_PHASE2_MERGE_V1,C_1013
C_476,13.058492971875,77.46642348750001,32,10,SCOOTER,"SCOOTER:7,CAR:7,LGV:6,MOTOR CYCLE:5,PASSENGER AUTO:2,LORRY/GOODS VEHICLE:1,TEMPO:1,SCHOOL VEHICLE:1,GOODS AUTO:1,JEEP:1",NO POLICE STATION,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",No Junction,0.0,0.0,2023-11-19 02:18:46+05:30,2024-04-07 10:32:46+05:30,14,12,10,Friday,2,medium,0,11,5,0.1562,"[11, 10, 3]",Friday,WEEKDAY,3.0,10.0,11:00-13:00,10:00-12:00,0.4375,MEDIUM,clean,NO POLICE STATION,police_station_mode,HIGH,1,1,LOW,1,3,67,2,0,3,0.4776,dominates station (48% of station violations),141,0.0993,0.5217,2.29,6,0.1875,0.1875,0.8125,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=14, violations=32, rec_rate=0.099",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_476
C_491,12.946458996774195,77.56981717741937,31,6,CAR,"CAR:16,PASSENGER AUTO:6,MOTOR CYCLE:3,SCOOTER:3,VAN:2,OTHERS:1",BASAVANAGUDI,"K Samrajya Iyengar Road, Sri Karanji Anjaneya Swami Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",BTP215 - Vanivillas Junction,0.0,1.0,2023-11-14 12:18:46+05:30,2024-04-08 08:16:46+05:30,14,9,10,Sunday,1,medium,0,10,10,0.3226,"[10, 11, 12]",Sunday,MIXED,12.0,10.0,10:00-12:00,11:00-13:00,0.5806,MEDIUM,no strong weekday/weekend skew,BASAVANAGUDI,police_station_mode,HIGH,8,8,MEDIUM,0,16,3150,11,6,10,0.0098,clean,147,0.0952,0.3913,2.21,7,0.2258,0.5161,0.4839,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.516 (>=0.45),clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_491
C_206,12.959020103225807,77.57920574838708,31,5,SCOOTER,"SCOOTER:22,MOTOR CYCLE:4,PASSENGER AUTO:2,MOPED:2,LGV:1",CITY MARKET,"AM Road, KS Contey Layout, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",BTP167 - JC Road Junction,0.0,1.0,2023-11-12 05:27:46+05:30,2024-03-28 07:27:46+05:30,13,9,7,Saturday,1,medium,0,7,12,0.3871,"[7, 6, 5]",Saturday,MIXED,7.0,5.0,07:00-09:00,06:00-08:00,0.9355,MEDIUM,no strong weekday/weekend skew,CITY MARKET,police_station_mode,HIGH,18,18,CRITICAL,0,36,15655,21,7,25,0.002,clean,138,0.0942,0.3913,2.38,4,0.129,0.5484,0.4516,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.548 (>=0.45),clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_206
C_757,12.990171287096773,77.5048220451613,31,6,PASSENGER AUTO,"PASSENGER AUTO:10,SCOOTER:8,CAR:7,MOTOR CYCLE:4,LGV:1,PRIVATE BUS:1",KAMAKSHIPALYA,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",No Junction,0.0,0.0,2023-11-15 11:48:46+05:30,2024-04-08 11:51:46+05:30,18,10,11,Monday,1,medium,0,11,7,0.2258,"[11, 5, 10]",Monday,WEEKDAY,11.0,2.0,11:00-13:00,05:00-07:00,0.5484,MEDIUM,clean,KAMAKSHIPALYA,police_station_mode,HIGH,7,7,LOW,0,13,747,6,2,10,0.0415,clean,146,0.1233,0.4348,1.72,4,0.129,0.2258,0.7742,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=18, violations=31, rec_rate=0.123",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_757
C_0_31,12.980881319354841,77.57693361935483,31,5,CAR,"CAR:18,MAXI-CAB:10,SCOOTER:1,MOTOR CYCLE:1,LGV:1",HIGH GROUND,"Dr MH Ambarish Road, R Subanna Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP058 - Subbanna Junction,0.0,1.0,2023-11-20 10:17:46+05:30,2024-03-23 02:55:46+05:30,11,7,7,Saturday,1,medium,0,7,12,0.3871,"[7, 12, 8]",Saturday,MIXED,8.0,7.0,07:00-09:00,12:00-14:00,0.8065,MEDIUM,no strong weekday/weekend skew,HIGH GROUND,police_station_mode,HIGH,10,10,MEDIUM,0,19,4200,13,6,11,0.0074,clean,125,0.088,0.3043,2.82,9,0.2903,0.3548,0.6452,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=11, violations=31, rec_rate=0.088",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_31
C_484,12.982807448387101,77.60130922258065,31,6,SCOOTER,"SCOOTER:12,CAR:11,PASSENGER AUTO:4,MOTOR CYCLE:2,MAXI-CAB:1,TEMPO:1",SHIVAJINAGAR,"Hospital Road, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",BTP211 - Central Street Junction,0.0,1.0,2023-11-19 05:51:46+05:30,2024-03-04 05:29:46+05:30,4,4,6,Saturday,1,medium,0,6,11,0.3548,"[6, 9, 5]",Saturday,MIXED,9.0,6.0,06:00-08:00,09:00-11:00,1.0,MEDIUM,few active days (<7); no strong weekday/weekend skew,SHIVAJINAGAR,police_station_mode,HIGH,20,20,CRITICAL,0,35,27458,21,9,24,0.0011,clean,107,0.0374,0.1739,7.75,11,0.3548,0.3871,0.6129,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.355 (>=0.35, single-day burst)",very few active days (<7),True,OK,PRAKHAR_PHASE2_MERGE_V1,C_484
C_765,13.055682322580642,77.59416071935485,31,2,SCOOTER,"SCOOTER:23,MOTOR CYCLE:8",HEBBALA,"Dasarahalli Main Road, RMZ Azure, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",No Junction,0.0,0.0,2023-12-13 05:00:46+05:30,2024-01-21 02:46:46+05:30,3,3,5,Wednesday,1,medium,0,5,21,0.6774,"[5, 2]",Wednesday,WEEKDAY,5.0,2.0,05:00-07:00,02:00-04:00,1.0,MEDIUM,few active days (<7),HEBBALA,police_station_mode,HIGH,7,7,MEDIUM,0,10,3705,4,3,7,0.0084,clean,40,0.075,0.1304,10.33,16,0.5161,0.3226,0.6774,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.516 (>=0.35, single-day burst)",very few active days (<7),True,OK,PRAKHAR_PHASE2_MERGE_V1,C_765
C_471,12.984970338709678,77.55652751935484,31,6,CAR,"CAR:14,SCOOTER:9,MOTOR CYCLE:4,LGV:2,PASSENGER AUTO:1,VAN:1",RAJAJINAGAR,"Old Mysore Road, Block 4E, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",BTP061 - Bhashyam Circle,0.0,1.0,2023-11-18 12:09:46+05:30,2024-03-31 06:27:46+05:30,22,12,5,Friday,1,medium,0,5,8,0.2581,"[5, 3, 6]",Friday,WEEKDAY,5.0,12.0,05:00-07:00,03:00-05:00,0.6452,MEDIUM,clean,RAJAJINAGAR,police_station_mode,HIGH,24,24,HIGH,0,46,6236,30,12,32,0.005,clean,135,0.163,0.5217,1.41,4,0.129,0.3226,0.6774,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=22, violations=31, rec_rate=0.163",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_471
C_467,12.960030009677421,77.58747246774195,31,9,SCOOTER,"SCOOTER:11,CAR:11,MAXI-CAB:2,LGV:2,PASSENGER AUTO:1,OTHERS:1,SCHOOL VEHICLE:1,LORRY/GOODS VEHICLE:1,MOTOR CYCLE:1",HALASURU GATE,"Lalbagh Main Road, KS Garden, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)",BTP180 - Swagath Poornima Theatre,0.0,1.0,2023-11-18 11:04:46+05:30,2024-03-21 03:25:46+05:30,18,14,4,Tuesday,1,medium,0,4,16,0.5161,"[4, 5, 3]",Tuesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.871,MEDIUM,clean,HALASURU GATE,police_station_mode,HIGH,15,15,HIGH,0,31,4524,18,4,23,0.0069,clean,125,0.144,0.6087,1.72,7,0.2258,0.2903,0.7097,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=18, violations=31, rec_rate=0.144",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_467
C_640,12.942303799999998,77.54839588064516,31,7,SCOOTER,"SCOOTER:13,PASSENGER AUTO:8,CAR:4,MOTOR CYCLE:2,LGV:2,MOPED:1,TANKER:1",BANASHANKARI,"Sri Kumaraswamy Temple Road, Muneshwara Block, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560026 (India)",No Junction,0.0,0.0,2023-11-29 12:49:46+05:30,2024-04-07 12:31:46+05:30,10,8,13,Monday,1,medium,0,13,13,0.4194,"[13, 12, 14]",Monday,WEEKDAY,13.0,12.0,13:00-15:00,12:00-14:00,0.871,MEDIUM,clean,BANASHANKARI,police_station_mode,HIGH,5,5,LOW,0,8,1019,4,3,5,0.0304,clean,131,0.0763,0.3478,3.1,18,0.5806,0.1935,0.8065,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.581 (>=0.35, single-day burst)",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_640
C_0_9,12.971957974193552,77.58055861290325,31,5,SCOOTER,"SCOOTER:20,MOTOR CYCLE:6,CAR:2,PASSENGER AUTO:2,VAN:1",UPPARPET,"Hospital Road, Mysore Bank Circle, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",BTP038 - Mysore Bank Junction,0.0,1.0,2023-11-11 12:20:46+05:30,2024-01-15 04:39:46+05:30,10,8,7,Saturday,1,medium,0,7,6,0.1935,"[7, 4, 11]",Saturday,MIXED,7.0,4.0,07:00-09:00,04:00-06:00,0.4839,MEDIUM,no strong weekday/weekend skew,UPPARPET,police_station_mode,HIGH,16,16,CRITICAL,0,33,36360,22,5,21,0.0009,clean,66,0.1515,0.3478,3.1,8,0.2581,0.3548,0.6452,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=10, violations=31, rec_rate=0.151",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_9
C_0_23,12.968887825806451,77.57922336774195,31,5,SCOOTER,"SCOOTER:18,PASSENGER AUTO:7,MOTOR CYCLE:3,CAR:2,MOPED:1",CITY MARKET,"Avenue Road, Sri Mahalakshmi Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",No Junction,0.0,0.1613,2023-11-16 08:40:46+05:30,2024-03-28 09:55:46+05:30,11,10,12,Sunday,1,medium,0,12,8,0.2581,"[12, 7, 11]",Sunday,MIXED,9.0,7.0,12:00-14:00,07:00-09:00,0.7097,MEDIUM,no strong weekday/weekend skew,CITY MARKET,police_station_mode,HIGH,18,18,CRITICAL,0,36,15655,21,7,25,0.002,clean,134,0.0821,0.4348,2.82,11,0.3548,0.6129,0.3871,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.613 (>=0.45),clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_0_23
C_74,12.921828180645162,77.58584196451612,31,4,CAR,"CAR:26,PASSENGER AUTO:2,SCOOTER:2,MOTOR CYCLE:1",JAYANAGARA,"38th Cross Road, Block 4T East, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",No Junction,0.0,0.4194,2023-11-10 15:00:46+05:30,2024-04-05 08:43:46+05:30,11,10,15,Sunday,2,medium,0,15,6,0.1935,"[15, 6, 9]",Sunday,MIXED,15.0,6.0,15:00-17:00,06:00-08:00,0.5161,MEDIUM,no strong weekday/weekend skew,JAYANAGARA,police_station_mode,HIGH,23,23,MEDIUM,0,34,3074,15,6,28,0.0101,clean,148,0.0743,0.4348,2.82,10,0.3226,0.5161,0.4839,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.516 (>=0.45),clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_74
C_735,12.984039159786057,77.64071757022255,31,5,CAR,"CAR:16,SCOOTER:7,MOTOR CYCLE:6,LGV:1,OTHERS:1",JEEVANBHEEMANAGAR,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",No Junction,0.0,0.0,2023-12-09 10:17:46+05:30,2024-04-06 03:14:46+05:30,4,3,3,Thursday,1,medium,0,3,25,0.8065,"[3, 4, 10]",Thursday,MIXED,3.0,3.0,03:00-05:00,04:00-06:00,1.0,MEDIUM,few active days (<7); no strong weekday/weekend skew,JEEVANBHEEMANAGAR,police_station_mode,HIGH,25,25,HIGH,0,35,5678,16,11,24,0.0055,clean,120,0.0333,0.1304,7.75,20,0.6452,0.3548,0.6452,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.645 (>=0.35, single-day burst)",very few active days (<7),True,OK,PRAKHAR_PHASE2_MERGE_V1,C_735
