cluster_id,total_violations,active_days,active_weeks,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,peak_hour,peak_hour_share,temporal_concentration_score,assigned_station,station_priority_band,cluster_quality,needs_manual_review,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes
C_587,173,21,10,134,0.1567,0.4348,8.24,33,0.1908,0.6532,0.3468,4,0.2197,0.4451,MAGADI ROAD,HIGH,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.653 (>=0.45),clean
C_118,170,73,22,150,0.4867,0.9565,2.33,10,0.0588,0.4059,0.5941,6,0.2471,0.7294,MICO LAYOUT,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=73, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_707,170,26,12,118,0.2203,0.5217,6.54,35,0.2059,0.1706,0.8294,3,0.2706,0.6471,PULIKESHINAGAR(F.TOWN),MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=26, violations=170, rec_rate=0.220",clean
C_146,169,67,23,150,0.4467,1.0,2.52,10,0.0592,0.2426,0.7574,11,0.1657,0.4024,WHITEFIELD,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=67, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_127,168,34,17,149,0.2282,0.7391,4.94,30,0.1786,0.375,0.625,11,0.2202,0.4107,MALLESHWARAM,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=34, active_weeks=17 [rule A: >=30 days AND >=8 weeks]",clean
C_590,167,23,14,135,0.1704,0.6087,7.26,17,0.1018,0.503,0.497,11,0.2695,0.5629,YELAHANKA,LOW,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.503 (>=0.45),clean
C_571,166,19,14,131,0.145,0.6087,8.74,24,0.1446,0.3313,0.6687,5,0.3735,0.8434,YELAHANKA,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=19, violations=166, rec_rate=0.145",clean
C_0_8,166,28,11,114,0.2456,0.4783,5.93,18,0.1084,0.4217,0.5783,10,0.2229,0.5663,UPPARPET,CRITICAL,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=28, violations=166, rec_rate=0.246",clean
C_352,165,27,14,142,0.1901,0.6087,6.11,23,0.1394,0.2303,0.7697,7,0.2242,0.5212,BYATARAYANAPURA,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=27, violations=165, rec_rate=0.190",clean
C_302,162,27,15,132,0.2045,0.6522,6.0,21,0.1296,0.1667,0.8333,3,0.5123,0.7469,PULIKESHINAGAR(F.TOWN),MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=27, violations=162, rec_rate=0.204",clean
C_365,161,41,18,141,0.2908,0.7826,3.93,12,0.0745,0.2919,0.7081,3,0.2174,0.6149,HULIMAVU,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=41, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_174,161,35,18,150,0.2333,0.7826,4.6,16,0.0994,0.1366,0.8634,11,0.4348,0.7453,THALAGATTAPURA,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=35, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_222,160,50,19,147,0.3401,0.8261,3.2,11,0.0688,0.2188,0.7812,9,0.2062,0.5188,SHESHADRIPURAM,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=50, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_692,158,43,16,125,0.344,0.6957,3.67,46,0.2911,0.2975,0.7025,11,0.1329,0.3354,BYATARAYANAPURA,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=43, active_weeks=16 [rule A: >=30 days AND >=8 weeks]",clean
C_544,158,19,9,131,0.145,0.3913,8.32,26,0.1646,0.3101,0.6899,3,0.2722,0.6392,HEBBALA,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=19, violations=158, rec_rate=0.145",clean
C_797,158,12,7,72,0.1667,0.3043,13.17,39,0.2468,0.2975,0.7025,4,0.4937,0.9177,HIGH GROUND,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,active_days=12 (<14) AND total_violations=158 (>=50),clean
C_53,157,41,19,146,0.2808,0.8261,3.83,15,0.0955,0.1083,0.8917,10,0.2102,0.535,JALAHALLI,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=41, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_281,157,51,20,146,0.3493,0.8696,3.08,12,0.0764,0.4331,0.5669,11,0.2484,0.5159,VIJAYANAGARA,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=51, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean
C_343,156,54,20,136,0.3971,0.8696,2.89,14,0.0897,0.2628,0.7372,10,0.2436,0.5577,MAGADI ROAD,HIGH,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=54, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean
C_413,154,43,21,145,0.2966,0.913,3.58,21,0.1364,0.2468,0.7532,10,0.1753,0.5065,CITY MARKET,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=43, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_447,154,54,21,143,0.3776,0.913,2.85,9,0.0584,0.2922,0.7078,3,0.1234,0.3506,R.T. NAGAR,LOW,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=54, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_122,153,44,21,150,0.2933,0.913,3.48,24,0.1569,0.3072,0.6928,6,0.366,0.8431,BASAVANAGUDI,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=44, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_332,153,62,22,147,0.4218,0.9565,2.47,9,0.0588,0.3529,0.6471,12,0.1765,0.4706,RAJAJINAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=62, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_105,153,33,19,144,0.2292,0.8261,4.64,18,0.1176,0.3268,0.6732,5,0.1765,0.4771,HIGH GROUND,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=33, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_162,151,45,22,147,0.3061,0.9565,3.36,22,0.1457,0.6159,0.3841,10,0.351,0.6424,SHIVAJINAGAR,CRITICAL,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=45, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_393,150,6,4,57,0.1053,0.1739,25.0,57,0.38,0.1267,0.8733,4,0.2733,0.6933,PEENYA,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"top_day_share=0.380 (>=0.35, single-day burst)",very few active days (<7)
C_260,150,26,15,142,0.1831,0.6522,5.77,57,0.38,0.2133,0.7867,2,0.4867,0.72,CUBBON PARK,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"top_day_share=0.380 (>=0.35, single-day burst)",clean
C_226,149,43,18,148,0.2905,0.7826,3.47,21,0.1409,0.443,0.557,10,0.2013,0.4497,JEEVANBHEEMANAGAR,HIGH,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=43, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_63,148,24,12,148,0.1622,0.5217,6.17,40,0.2703,0.7297,0.2703,10,0.4324,0.6959,ASHOK NAGAR,MEDIUM,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.730 (>=0.45),clean
C_297,148,26,14,147,0.1769,0.6087,5.69,25,0.1689,0.2703,0.7297,2,0.2027,0.5473,BASAVANAGUDI,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=26, violations=148, rec_rate=0.177",clean
C_734,146,17,11,115,0.1478,0.4783,8.59,29,0.1986,0.3219,0.6781,9,0.2397,0.6301,J.P. NAGAR,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=17, violations=146, rec_rate=0.148",clean
C_288,145,19,11,140,0.1357,0.4783,7.63,34,0.2345,0.4,0.6,13,0.3172,0.7172,BANASWADI,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=19, violations=145, rec_rate=0.136",clean
C_595,145,11,8,133,0.0827,0.3478,13.18,20,0.1379,0.1793,0.8207,8,0.1793,0.5172,KAMAKSHIPALYA,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,active_days=11 (<14) AND total_violations=145 (>=50),clean
C_0_15,145,43,18,145,0.2966,0.7826,3.37,17,0.1172,0.5034,0.4966,11,0.2069,0.5241,CITY MARKET,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=43, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_671,143,16,8,68,0.2353,0.3478,8.94,28,0.1958,0.1748,0.8252,8,0.1888,0.4615,R.T. NAGAR,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=16, violations=143, rec_rate=0.235",clean
C_312,142,33,14,142,0.2324,0.6087,4.3,14,0.0986,0.338,0.662,4,0.331,0.7817,K.R. PURA,HIGH,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=33, active_weeks=14 [rule A: >=30 days AND >=8 weeks]",clean
C_102,142,59,21,150,0.3933,0.913,2.41,8,0.0563,0.2254,0.7746,4,0.2042,0.507,RAJAJINAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=59, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_265,139,28,15,143,0.1958,0.6522,4.96,19,0.1367,0.2662,0.7338,9,0.1942,0.4532,RAJAJINAGAR,HIGH,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=28, violations=139, rec_rate=0.196",clean
C_160,139,33,19,150,0.22,0.8261,4.21,18,0.1295,0.223,0.777,12,0.3237,0.6475,ELECTRONIC CITY,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=33, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_0_33,139,21,12,134,0.1567,0.5217,6.62,20,0.1439,0.5899,0.4101,8,0.1655,0.4748,CITY MARKET,CRITICAL,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.590 (>=0.45),clean
C_99,138,59,21,139,0.4245,0.913,2.34,12,0.087,0.3986,0.6014,7,0.2101,0.471,JAYANAGARA,MEDIUM,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=59, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_342,137,40,19,136,0.2941,0.8261,3.42,9,0.0657,0.3358,0.6642,9,0.2628,0.6277,JAYANAGARA,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=40, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_252,136,48,19,143,0.3357,0.8261,2.83,9,0.0662,0.3088,0.6912,13,0.4632,0.7941,KODIGEHALLI,HIGH,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=48, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_250,134,33,15,146,0.226,0.6522,4.06,24,0.1791,0.2164,0.7836,5,0.2761,0.5597,JAYANAGARA,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=33, active_weeks=15 [rule A: >=30 days AND >=8 weeks]",clean
C_433,133,19,11,144,0.1319,0.4783,7.0,23,0.1729,0.5789,0.4211,8,0.2932,0.6015,SADASHIVANAGAR,LOW,good,0,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.579 (>=0.45),clean
C_496,132,37,17,139,0.2662,0.7391,3.57,13,0.0985,0.4545,0.5455,10,0.2273,0.5303,HAL OLD AIRPORT,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=37, active_weeks=17 [rule A: >=30 days AND >=8 weeks]",clean
C_30,131,34,18,146,0.2329,0.7826,3.85,13,0.0992,0.2519,0.7481,8,0.2977,0.6489,SHESHADRIPURAM,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=34, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_310,131,27,11,82,0.3293,0.4783,4.85,11,0.084,0.229,0.771,4,0.4656,0.9618,ASHOK NAGAR,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"recurrence_rate=0.329, active_weeks=11 [rule B: rate>=0.25 AND >=6 weeks]",clean
C_451,129,25,16,141,0.1773,0.6957,5.16,20,0.155,0.2636,0.7364,2,0.2248,0.5581,HALASURU GATE,HIGH,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=25, violations=129, rec_rate=0.177",clean
C_2,129,39,17,149,0.2617,0.7391,3.31,15,0.1163,0.5271,0.4729,1,0.2946,0.5814,BANASWADI,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=39, active_weeks=17 [rule A: >=30 days AND >=8 weeks]",clean
C_338,128,36,19,143,0.2517,0.8261,3.56,17,0.1328,0.2344,0.7656,8,0.1875,0.4844,CITY MARKET,CRITICAL,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=36, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_121,128,27,16,142,0.1901,0.6957,4.74,16,0.125,0.4922,0.5078,6,0.2734,0.5234,MALLESHWARAM,CRITICAL,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.492 (>=0.45),clean
C_445,128,24,10,142,0.169,0.4348,5.33,21,0.1641,0.3438,0.6562,10,0.2734,0.6875,VIJAYANAGARA,CRITICAL,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=24, violations=128, rec_rate=0.169",clean
C_75,127,23,12,142,0.162,0.5217,5.52,25,0.1969,0.2598,0.7402,11,0.2756,0.6693,BYATARAYANAPURA,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=23, violations=127, rec_rate=0.162",clean
C_458,124,28,17,135,0.2074,0.7391,4.43,14,0.1129,0.5645,0.4355,12,0.2177,0.5887,BYATARAYANAPURA,MEDIUM,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.565 (>=0.45),clean
C_536,123,16,12,125,0.128,0.5217,7.69,27,0.2195,0.3252,0.6748,10,0.2439,0.5854,YESHWANTHPURA,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=16, violations=123, rec_rate=0.128",clean
C_195,122,54,21,149,0.3624,0.913,2.26,11,0.0902,0.3361,0.6639,3,0.1885,0.4836,RAJAJINAGAR,HIGH,good,1,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=54, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment
C_597,120,4,3,14,0.2857,0.1304,30.0,63,0.525,0.7583,0.2417,11,0.4917,0.775,KODIGEHALLI,HIGH,good,0,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.758 (>=0.45),very few active days (<7)
C_390,119,45,19,138,0.3261,0.8261,2.64,9,0.0756,0.3277,0.6723,11,0.2269,0.5798,BELLANDUR,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=45, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_856,118,15,8,57,0.2632,0.3478,7.87,20,0.1695,0.2458,0.7542,4,0.3898,0.7881,BASAVANAGUDI,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"recurrence_rate=0.263, active_weeks=8 [rule B: rate>=0.25 AND >=6 weeks]",clean
C_27_7,118,13,6,115,0.113,0.2609,9.08,26,0.2203,0.3814,0.6186,10,0.2458,0.5593,SHIVAJINAGAR,CRITICAL,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,active_days=13 (<14) AND total_violations=118 (>=50),clean
C_316,116,24,16,141,0.1702,0.6957,4.83,16,0.1379,0.2241,0.7759,4,0.3621,0.6293,BELLANDUR,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=24, violations=116, rec_rate=0.170",clean
C_72,116,21,12,144,0.1458,0.5217,5.52,19,0.1638,0.3966,0.6034,5,0.3793,0.8707,RAJAJINAGAR,HIGH,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=21, violations=116, rec_rate=0.146",clean
C_801,116,4,2,11,0.3636,0.087,29.0,35,0.3017,0.2845,0.7155,12,0.5431,1.0,ELECTRONIC CITY,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,active_days=4 (<14) AND total_violations=116 (>=50),very few active days (<7)
C_614,116,25,12,133,0.188,0.5217,4.64,13,0.1121,0.3448,0.6552,3,0.3966,0.8362,PULIKESHINAGAR(F.TOWN),MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=25, violations=116, rec_rate=0.188",clean
C_263,115,46,19,148,0.3108,0.8261,2.5,9,0.0783,0.2783,0.7217,2,0.5391,0.7913,HULIMAVU,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=46, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_293,114,30,16,147,0.2041,0.6957,3.8,21,0.1842,0.386,0.614,1,0.2193,0.5526,YESHWANTHPURA,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=30, active_weeks=16 [rule A: >=30 days AND >=8 weeks]",clean
C_512,114,17,10,137,0.1241,0.4348,6.71,27,0.2368,0.6491,0.3509,4,0.3509,0.7632,MALLESHWARAM,CRITICAL,good,0,SEASONAL,0,READY,No review required,weekend_dominant,MEDIUM,Weekend/day-specific patrol during predicted peak window,MEDIUM,weekend_share=0.649 (>=0.45),clean
C_107,113,24,14,138,0.1739,0.6087,4.71,20,0.177,0.2301,0.7699,4,0.3628,0.7699,CUBBON PARK,LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=24, violations=113, rec_rate=0.174",clean
C_754,111,17,10,116,0.1466,0.4348,6.53,22,0.1982,0.1351,0.8649,4,0.2793,0.6577,VIJAYANAGARA,CRITICAL,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=17, violations=111, rec_rate=0.147",clean
C_659,111,5,5,95,0.0526,0.2174,22.2,28,0.2523,0.0,1.0,3,0.2523,0.6937,PULIKESHINAGAR(F.TOWN),MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,active_days=5 (<14) AND total_violations=111 (>=50),very few active days (<7)
C_730,111,19,13,100,0.19,0.5652,5.84,20,0.1802,0.2793,0.7207,7,0.2252,0.5586,HAL OLD AIRPORT,CRITICAL,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=19, violations=111, rec_rate=0.190",clean
C_627,110,23,11,121,0.1901,0.4783,4.78,22,0.2,0.1273,0.8727,3,0.3545,0.7,V.V.PURAM (C.PET),LOW,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,HIGH,Targeted short-term patrol during peak window,HIGH,"default responsive; active_days=23, violations=110, rec_rate=0.190",clean
C_27_8,110,21,13,136,0.1544,0.5652,5.24,14,0.1273,0.4727,0.5273,10,0.4818,0.7818,SHIVAJINAGAR,CRITICAL,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.473 (>=0.45),clean
C_321,109,45,19,143,0.3147,0.8261,2.42,13,0.1193,0.2844,0.7156,10,0.1376,0.3578,PEENYA,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=45, active_weeks=19 [rule A: >=30 days AND >=8 weeks]",clean
C_465,108,19,11,135,0.1407,0.4783,5.68,13,0.1204,0.1759,0.8241,3,0.213,0.6111,SHESHADRIPURAM,MEDIUM,good,0,RESPONSIVE,0,READY,No review required,burst_or_short_term,MEDIUM,Targeted short-term patrol during peak window,MEDIUM,"default responsive; active_days=19, violations=108, rec_rate=0.141",clean
C_612,108,33,18,135,0.2444,0.7826,3.27,17,0.1574,0.2315,0.7685,11,0.2407,0.6204,HEBBALA,MEDIUM,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=33, active_weeks=18 [rule A: >=30 days AND >=8 weeks]",clean
C_800,107,29,14,110,0.2636,0.6087,3.69,10,0.0935,0.3084,0.6916,10,0.2617,0.6262,KODIGEHALLI,HIGH,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"recurrence_rate=0.264, active_weeks=14 [rule B: rate>=0.25 AND >=6 weeks]",clean
C_248,107,49,20,150,0.3267,0.8696,2.18,12,0.1121,0.3271,0.6729,11,0.2243,0.514,JALAHALLI,LOW,good,0,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=49, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean
C_299,107,20,11,147,0.1361,0.4783,5.35,41,0.3832,0.5981,0.4019,2,0.3925,0.7196,ELECTRONIC CITY,MEDIUM,good,0,SEASONAL,0,READY,No review required,weekend_dominant,HIGH,Weekend/day-specific patrol during predicted peak window,HIGH,weekend_share=0.598 (>=0.45),clean
