cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,vehicle_mix_json,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review
C_285,12.9892963295,77.5005909625,200,5,SCOOTER,"SCOOTER:127,MOTOR CYCLE:68,CAR:3,LGV:1,OTHERS:1","{""SCOOTER"": 127, ""MOTOR CYCLE"": 68, ""CAR"": 3, ""LGV"": 1, ""OTHERS"": 1}",KAMAKSHIPALYA,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",No Junction,0.0,0.0,2023-11-13 12:14:46+05:30,2024-04-08 11:19:46+05:30,25,15,10,Monday,1,good,0
C_617,12.997228854871793,77.56843061128205,195,9,CAR,"CAR:137,SCOOTER:20,PASSENGER AUTO:15,MOTOR CYCLE:14,LGV:4,VAN:2,OTHERS:1,TANKER:1,MAXI-CAB:1","{""CAR"": 137, ""SCOOTER"": 20, ""PASSENGER AUTO"": 15, ""MOTOR CYCLE"": 14, ""LGV"": 4, ""VAN"": 2, ""OTHERS"": 1, ""TANKER"": 1, ""MAXI-CAB"": 1}",MALLESHWARAM,"4th Main Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",No Junction,0.0,0.0,2023-11-23 11:11:46+05:30,2024-04-06 11:37:46+05:30,36,18,10,Wednesday,1,good,0
C_391,12.956694110289098,77.7150711276272,195,12,SCOOTER,"SCOOTER:48,CAR:48,MAXI-CAB:37,MOTOR CYCLE:33,LGV:12,PASSENGER AUTO:5,GOODS AUTO:4,OTHERS:2,PRIVATE BUS:2,HGV:2,TEMPO:1,MOPED:1","{""SCOOTER"": 48, ""CAR"": 48, ""MAXI-CAB"": 37, ""MOTOR CYCLE"": 33, ""LGV"": 12, ""PASSENGER AUTO"": 5, ""GOODS AUTO"": 4, ""OTHERS"": 2, ""PRIVATE BUS"": 2, ""HGV"": 2, ""TEMPO"": 1, ""MOPED"": 1}",HAL OLD AIRPORT,"ITPL Main Road, Arvind Avenue, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",No Junction,0.0,0.0,2023-11-15 14:26:46+05:30,2024-03-31 05:57:46+05:30,37,18,2,Saturday,1,good,0
C_176,12.87055223840331,77.65397090738566,195,8,SCOOTER,"SCOOTER:84,MOTOR CYCLE:66,CAR:21,PASSENGER AUTO:13,LGV:4,GOODS AUTO:3,BUS (BMTC/KSRTC):3,SCHOOL VEHICLE:1","{""SCOOTER"": 84, ""MOTOR CYCLE"": 66, ""CAR"": 21, ""PASSENGER AUTO"": 13, ""LGV"": 4, ""GOODS AUTO"": 3, ""BUS (BMTC/KSRTC)"": 3, ""SCHOOL VEHICLE"": 1}",ELECTRONIC CITY,"Hosa Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",No Junction,0.0,0.0,2023-11-11 11:42:46+05:30,2024-04-07 06:10:46+05:30,27,17,12,Friday,2,good,0
C_64,13.008469312953368,77.54298968393782,193,10,SCOOTER,"SCOOTER:74,CAR:57,MOTOR CYCLE:28,PASSENGER AUTO:19,LGV:8,TOURIST BUS:2,MAXI-CAB:2,GOODS AUTO:1,VAN:1,LORRY/GOODS VEHICLE:1","{""SCOOTER"": 74, ""CAR"": 57, ""MOTOR CYCLE"": 28, ""PASSENGER AUTO"": 19, ""LGV"": 8, ""TOURIST BUS"": 2, ""MAXI-CAB"": 2, ""GOODS AUTO"": 1, ""VAN"": 1, ""LORRY/GOODS VEHICLE"": 1}",RAJAJINAGAR,"15th Cross Road, Sumukha, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)",No Junction,0.0,0.0,2023-11-10 12:04:46+05:30,2024-04-03 04:09:46+05:30,54,20,3,Friday,1,good,0
C_147,12.990475831937175,77.57458164554974,191,11,CAR,"CAR:103,SCOOTER:37,PASSENGER AUTO:21,MOTOR CYCLE:10,LGV:7,GOODS AUTO:4,MAXI-CAB:3,VAN:3,JEEP:1,MINI LORRY:1,TEMPO:1","{""CAR"": 103, ""SCOOTER"": 37, ""PASSENGER AUTO"": 21, ""MOTOR CYCLE"": 10, ""LGV"": 7, ""GOODS AUTO"": 4, ""MAXI-CAB"": 3, ""VAN"": 3, ""JEEP"": 1, ""MINI LORRY"": 1, ""TEMPO"": 1}",SHESHADRIPURAM,"J Lingaiah Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",No Junction,0.0052,0.0,2023-11-10 10:25:46+05:30,2024-04-07 06:00:46+05:30,58,21,6,Tuesday,2,good,1
C_43,12.931511604188485,77.58388263036649,191,8,CAR,"CAR:98,SCOOTER:67,MOTOR CYCLE:18,PASSENGER AUTO:4,JEEP:1,GOODS AUTO:1,VAN:1,OTHERS:1","{""CAR"": 98, ""SCOOTER"": 67, ""MOTOR CYCLE"": 18, ""PASSENGER AUTO"": 4, ""JEEP"": 1, ""GOODS AUTO"": 1, ""VAN"": 1, ""OTHERS"": 1}",JAYANAGARA,"9th Main Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",BTP219 - Canara Bank Junction,0.0,1.0,2023-11-10 08:56:46+05:30,2024-04-08 10:42:46+05:30,47,22,8,Sunday,1,good,1
C_170,13.045839714659689,77.75036081204189,191,17,CAR,"CAR:69,LGV:24,PASSENGER AUTO:24,SCOOTER:23,MOTOR CYCLE:21,MAXI-CAB:8,OTHERS:3,BUS (BMTC/KSRTC):3,VAN:3,GOODS AUTO:3,HGV:3,LORRY/GOODS VEHICLE:2,MINI LORRY:1,JEEP:1,MOPED:1,PRIVATE BUS:1,TOURIST BUS:1","{""CAR"": 69, ""LGV"": 24, ""PASSENGER AUTO"": 24, ""SCOOTER"": 23, ""MOTOR CYCLE"": 21, ""MAXI-CAB"": 8, ""OTHERS"": 3, ""BUS (BMTC/KSRTC)"": 3, ""VAN"": 3, ""GOODS AUTO"": 3, ""HGV"": 3, ""LORRY/GOODS VEHICLE"": 2, ""MINI LORRY"": 1, ""JEEP"": 1, ""MOPED"": 1, ""PRIVATE BUS"": 1, ""TOURIST BUS"": 1}",K.R. PURA,"1st Cross Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",No Junction,0.1675,0.0,2023-11-11 11:50:46+05:30,2024-04-07 01:56:46+05:30,77,22,12,Wednesday,1,good,1
C_151,12.92077240135522,77.66535920568464,190,9,SCOOTER,"SCOOTER:76,MOTOR CYCLE:54,CAR:30,MAXI-CAB:12,LGV:9,PASSENGER AUTO:6,MOPED:1,OTHERS:1,VAN:1","{""SCOOTER"": 76, ""MOTOR CYCLE"": 54, ""CAR"": 30, ""MAXI-CAB"": 12, ""LGV"": 9, ""PASSENGER AUTO"": 6, ""MOPED"": 1, ""OTHERS"": 1, ""VAN"": 1}",BELLANDUR,"Outer Ring Road, Iblur Junction, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",No Junction,0.0,0.0,2023-11-11 10:12:46+05:30,2024-03-31 12:11:46+05:30,78,20,6,Saturday,1,good,0
C_396,13.068803956660863,77.59265737636363,187,11,CAR,"CAR:61,SCOOTER:61,MOTOR CYCLE:34,PASSENGER AUTO:16,MAXI-CAB:5,SCHOOL VEHICLE:3,LGV:2,TEMPO:2,VAN:1,TANKER:1,JEEP:1","{""CAR"": 61, ""SCOOTER"": 61, ""MOTOR CYCLE"": 34, ""PASSENGER AUTO"": 16, ""MAXI-CAB"": 5, ""SCHOOL VEHICLE"": 3, ""LGV"": 2, ""TEMPO"": 2, ""VAN"": 1, ""TANKER"": 1, ""JEEP"": 1}",KODIGEHALLI,"RK Road Number 7, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",No Junction,0.0,0.0,2023-11-16 02:55:46+05:30,2024-04-08 12:23:46+05:30,23,15,11,Monday,1,good,0
C_405,12.943569050559967,77.69773452576875,186,9,CAR,"CAR:94,MAXI-CAB:46,PASSENGER AUTO:25,SCOOTER:9,MOTOR CYCLE:8,LGV:1,OTHERS:1,VAN:1,HGV:1","{""CAR"": 94, ""MAXI-CAB"": 46, ""PASSENGER AUTO"": 25, ""SCOOTER"": 9, ""MOTOR CYCLE"": 8, ""LGV"": 1, ""OTHERS"": 1, ""VAN"": 1, ""HGV"": 1}",HAL OLD AIRPORT,"Outer Ring Road, Salarpuria Sattva Eminence, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",No Junction,0.0,0.0,2023-11-15 03:37:46+05:30,2024-03-29 06:40:46+05:30,42,19,6,Wednesday,3,good,0
C_169,12.997706894664837,77.54438197924755,186,9,CAR,"CAR:104,SCOOTER:23,MOTOR CYCLE:20,PASSENGER AUTO:17,MAXI-CAB:12,LGV:4,OTHERS:3,GOODS AUTO:2,JEEP:1","{""CAR"": 104, ""SCOOTER"": 23, ""MOTOR CYCLE"": 20, ""PASSENGER AUTO"": 17, ""MAXI-CAB"": 12, ""LGV"": 4, ""OTHERS"": 3, ""GOODS AUTO"": 2, ""JEEP"": 1}",VIJAYANAGARA,"Padmabhushan Dr MC Modi Road, Adarsha Layout, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",BTP205 - Modi Hospital Junction,0.0,1.0,2023-11-11 11:32:46+05:30,2024-04-05 06:00:46+05:30,49,20,5,Thursday,1,good,0
C_80,12.930531526344087,77.60975438494623,186,9,CAR,"CAR:90,MAXI-CAB:48,PASSENGER AUTO:16,SCOOTER:9,GOODS AUTO:9,MOTOR CYCLE:8,LGV:4,TEMPO:1,JEEP:1","{""CAR"": 90, ""MAXI-CAB"": 48, ""PASSENGER AUTO"": 16, ""SCOOTER"": 9, ""GOODS AUTO"": 9, ""MOTOR CYCLE"": 8, ""LGV"": 4, ""TEMPO"": 1, ""JEEP"": 1}",MICO LAYOUT,"Thavarekere Main Road, Prestige Lexington Towers, Sadduguntepalya, Bengaluru, Karnataka. Pin-560029 (India)",BTP140 - Madiwala Check Post,0.0,0.9892,2023-11-11 02:14:46+05:30,2024-03-21 03:14:46+05:30,59,18,2,Wednesday,1,good,0
C_311,12.962160670270269,77.59604723513513,185,5,SCOOTER,"SCOOTER:149,MOTOR CYCLE:28,PASSENGER AUTO:5,LGV:2,MOPED:1","{""SCOOTER"": 149, ""MOTOR CYCLE"": 28, ""PASSENGER AUTO"": 5, ""LGV"": 2, ""MOPED"": 1}",ASHOK NAGAR,"Andree Road, Bheemanna Garden, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)","BTP101 - Blood Bank Circle, KH Road",0.0,1.0,2023-11-14 03:36:46+05:30,2024-01-25 05:10:46+05:30,20,10,3,Tuesday,1,good,0
C_307,12.994571492432431,77.61550607837837,185,9,SCOOTER,"SCOOTER:76,CAR:70,MOTOR CYCLE:23,PASSENGER AUTO:10,JEEP:2,MOPED:1,LORRY/GOODS VEHICLE:1,TANKER:1,GOODS AUTO:1","{""SCOOTER"": 76, ""CAR"": 70, ""MOTOR CYCLE"": 23, ""PASSENGER AUTO"": 10, ""JEEP"": 2, ""MOPED"": 1, ""LORRY/GOODS VEHICLE"": 1, ""TANKER"": 1, ""GOODS AUTO"": 1}",PULIKESHINAGAR(F.TOWN),"Coles Road, Ranka D Paradise, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-11-14 03:30:46+05:30,2024-04-07 04:09:46+05:30,49,20,12,Tuesday,2,good,0
C_481,12.94402361195652,77.57307532934783,184,6,CAR,"CAR:150,SCOOTER:16,PASSENGER AUTO:11,MOTOR CYCLE:5,MAXI-CAB:1,LGV:1","{""CAR"": 150, ""SCOOTER"": 16, ""PASSENGER AUTO"": 11, ""MOTOR CYCLE"": 5, ""MAXI-CAB"": 1, ""LGV"": 1}",BASAVANAGUDI,"Rathana Vilas Road, Babasahebara Palya, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",BTP108 - Tagore Park Junction,0.0,1.0,2023-11-15 07:13:46+05:30,2024-04-08 06:45:46+05:30,52,19,4,Sunday,3,good,0
C_531,12.964860928021977,77.58061970934067,182,6,PASSENGER AUTO,"PASSENGER AUTO:80,SCOOTER:47,GOODS AUTO:32,LGV:17,CAR:3,MOTOR CYCLE:3","{""PASSENGER AUTO"": 80, ""SCOOTER"": 47, ""GOODS AUTO"": 32, ""LGV"": 17, ""CAR"": 3, ""MOTOR CYCLE"": 3}",HALASURU GATE,"SP Road, Gollarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",BTP082 - KR Market Junction,0.0,1.0,2023-11-21 07:05:46+05:30,2024-04-07 09:20:46+05:30,29,18,10,Sunday,2,good,0
C_411,12.970059206262778,77.63897575436819,182,10,CAR,"CAR:131,SCOOTER:15,MOTOR CYCLE:10,PASSENGER AUTO:8,LGV:5,GOODS AUTO:4,MAXI-CAB:4,JEEP:3,SCHOOL VEHICLE:1,PRIVATE BUS:1","{""CAR"": 131, ""SCOOTER"": 15, ""MOTOR CYCLE"": 10, ""PASSENGER AUTO"": 8, ""LGV"": 5, ""GOODS AUTO"": 4, ""MAXI-CAB"": 4, ""JEEP"": 3, ""SCHOOL VEHICLE"": 1, ""PRIVATE BUS"": 1}",JEEVANBHEEMANAGAR,"12th Main Road, Kittur Rani Chennamma Circle, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.0055,0.0,2023-11-16 09:21:46+05:30,2024-04-07 06:26:46+05:30,43,19,7,Saturday,2,good,0
C_44,12.982389452979737,77.56285913388527,181,12,PASSENGER AUTO,"PASSENGER AUTO:79,CAR:52,SCOOTER:18,MAXI-CAB:9,MOTOR CYCLE:8,MOPED:4,PRIVATE BUS:3,LGV:2,OTHERS:2,TEMPO:2,VAN:1,HGV:1","{""PASSENGER AUTO"": 79, ""CAR"": 52, ""SCOOTER"": 18, ""MAXI-CAB"": 9, ""MOTOR CYCLE"": 8, ""MOPED"": 4, ""PRIVATE BUS"": 3, ""LGV"": 2, ""OTHERS"": 2, ""TEMPO"": 2, ""VAN"": 1, ""HGV"": 1}",MAGADI ROAD,"Old Mysore Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",BTP010 - Rajajinagar Entrance,0.0,1.0,2023-11-10 08:58:46+05:30,2024-04-05 12:38:46+05:30,37,19,11,Friday,3,good,0
C_636,12.98754453407821,77.73480038156426,179,4,MOTOR CYCLE,"MOTOR CYCLE:91,SCOOTER:86,LORRY/GOODS VEHICLE:1,CAR:1","{""MOTOR CYCLE"": 91, ""SCOOTER"": 86, ""LORRY/GOODS VEHICLE"": 1, ""CAR"": 1}",WHITEFIELD,"Whitefield Road, Sadaramangala Industrial Area, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",No Junction,0.0,0.0,2023-11-29 07:02:46+05:30,2024-03-26 11:16:46+05:30,20,11,10,Friday,1,good,0
C_818,12.876303376966291,77.59659430337078,178,6,SCOOTER,"SCOOTER:108,MOTOR CYCLE:56,CAR:11,LGV:1,LORRY/GOODS VEHICLE:1,MAXI-CAB:1","{""SCOOTER"": 108, ""MOTOR CYCLE"": 56, ""CAR"": 11, ""LGV"": 1, ""LORRY/GOODS VEHICLE"": 1, ""MAXI-CAB"": 1}",HULIMAVU,"Shri Ramalingeshwara Cave Temple Road, Royal Meenakshi Mall, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)",No Junction,0.0,0.0,2023-12-25 11:12:46+05:30,2024-04-05 01:38:46+05:30,13,9,6,Wednesday,1,good,0
C_113,12.978237345714286,77.62865850457143,175,10,MOTOR CYCLE,"MOTOR CYCLE:49,SCOOTER:47,CAR:30,PASSENGER AUTO:25,MAXI-CAB:8,MOPED:6,TEMPO:5,GOODS AUTO:3,VAN:1,PRIVATE BUS:1","{""MOTOR CYCLE"": 49, ""SCOOTER"": 47, ""CAR"": 30, ""PASSENGER AUTO"": 25, ""MAXI-CAB"": 8, ""MOPED"": 6, ""TEMPO"": 5, ""GOODS AUTO"": 3, ""VAN"": 1, ""PRIVATE BUS"": 1}",JEEVANBHEEMANAGAR,"Old Madras Road, Tamarikannan Junction, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.2914,0.0,2023-11-11 05:26:46+05:30,2024-04-06 07:37:46+05:30,59,21,9,Wednesday,1,good,1
C_377,12.906854605762124,77.69659237005983,173,10,SCOOTER,"SCOOTER:60,MOTOR CYCLE:48,CAR:24,MAXI-CAB:21,PASSENGER AUTO:12,LGV:3,GOODS AUTO:2,VAN:1,HGV:1,LORRY/GOODS VEHICLE:1","{""SCOOTER"": 60, ""MOTOR CYCLE"": 48, ""CAR"": 24, ""MAXI-CAB"": 21, ""PASSENGER AUTO"": 12, ""LGV"": 3, ""GOODS AUTO"": 2, ""VAN"": 1, ""HGV"": 1, ""LORRY/GOODS VEHICLE"": 1}",BELLANDUR,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",No Junction,0.0,0.0,2023-11-15 07:46:46+05:30,2024-04-04 11:42:46+05:30,24,16,7,Wednesday,4,good,0
C_587,12.983193590173407,77.54879109017341,173,13,SCOOTER,"SCOOTER:56,CAR:42,MOTOR CYCLE:28,LGV:14,SCHOOL VEHICLE:10,PASSENGER AUTO:6,GOODS AUTO:6,LORRY/GOODS VEHICLE:4,PRIVATE BUS:2,MAXI-CAB:2,HGV:1,MOPED:1,TEMPO:1","{""SCOOTER"": 56, ""CAR"": 42, ""MOTOR CYCLE"": 28, ""LGV"": 14, ""SCHOOL VEHICLE"": 10, ""PASSENGER AUTO"": 6, ""GOODS AUTO"": 6, ""LORRY/GOODS VEHICLE"": 4, ""PRIVATE BUS"": 2, ""MAXI-CAB"": 2, ""HGV"": 1, ""MOPED"": 1, ""TEMPO"": 1}",MAGADI ROAD,"Pramukh Swami Maharaj Road, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)","BTP024 - NPS, Vijayanagar",0.0,1.0,2023-11-25 04:58:46+05:30,2024-04-06 10:43:46+05:30,21,10,4,Saturday,2,good,0
C_118,12.936727557058823,77.60174314235294,170,10,SCOOTER,"SCOOTER:66,MOTOR CYCLE:31,MAXI-CAB:26,CAR:26,LGV:8,PASSENGER AUTO:5,MINI LORRY:4,MOPED:2,GOODS AUTO:1,TEMPO:1","{""SCOOTER"": 66, ""MOTOR CYCLE"": 31, ""MAXI-CAB"": 26, ""CAR"": 26, ""LGV"": 8, ""PASSENGER AUTO"": 5, ""MINI LORRY"": 4, ""MOPED"": 2, ""GOODS AUTO"": 1, ""TEMPO"": 1}",MICO LAYOUT,"Dairy Circle Flyover Underpass, Dairy Circle, Adugodi, Bengaluru, Karnataka. Pin-560029 (India)",BTP126 - Dairy Circle,0.0,1.0,2023-11-11 05:55:46+05:30,2024-04-08 06:20:46+05:30,73,22,6,Sunday,1,good,1
C_707,12.99935936647059,77.62488860235294,170,10,CAR,"CAR:100,PASSENGER AUTO:53,LGV:5,MOTOR CYCLE:4,SCOOTER:3,MAXI-CAB:1,BUS (BMTC/KSRTC):1,OTHERS:1,GOODS AUTO:1,PRIVATE BUS:1","{""CAR"": 100, ""PASSENGER AUTO"": 53, ""LGV"": 5, ""MOTOR CYCLE"": 4, ""SCOOTER"": 3, ""MAXI-CAB"": 1, ""BUS (BMTC/KSRTC)"": 1, ""OTHERS"": 1, ""GOODS AUTO"": 1, ""PRIVATE BUS"": 1}",PULIKESHINAGAR(F.TOWN),"Banaswadi Main Road, Prestige Woodland Park, Maruthi Sevanagar, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-12-07 04:09:46+05:30,2024-04-02 11:29:46+05:30,26,12,3,Friday,2,good,0
C_146,12.896645106508876,77.72004861952662,169,11,SCOOTER,"SCOOTER:65,MOTOR CYCLE:39,CAR:29,LGV:10,MAXI-CAB:6,PASSENGER AUTO:6,GOODS AUTO:4,HGV:4,TANKER:4,MOPED:1,JEEP:1","{""SCOOTER"": 65, ""MOTOR CYCLE"": 39, ""CAR"": 29, ""LGV"": 10, ""MAXI-CAB"": 6, ""PASSENGER AUTO"": 6, ""GOODS AUTO"": 4, ""HGV"": 4, ""TANKER"": 4, ""MOPED"": 1, ""JEEP"": 1}",WHITEFIELD,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",No Junction,0.0,0.0,2023-11-11 09:33:46+05:30,2024-04-08 07:30:46+05:30,67,23,11,Friday,1,good,1
C_127,13.015292711732746,77.55514603925937,168,8,CAR,"CAR:91,PASSENGER AUTO:54,MAXI-CAB:12,LGV:4,SCOOTER:3,MOPED:2,FACTORY BUS:1,MOTOR CYCLE:1","{""CAR"": 91, ""PASSENGER AUTO"": 54, ""MAXI-CAB"": 12, ""LGV"": 4, ""SCOOTER"": 3, ""MOPED"": 2, ""FACTORY BUS"": 1, ""MOTOR CYCLE"": 1}",MALLESHWARAM,"Mumbai Bengaluru Highway, WTC Annexe, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",No Junction,0.006,0.0,2023-11-11 06:59:46+05:30,2024-04-07 05:47:46+05:30,34,17,11,Saturday,3,good,0
C_590,13.099666722754488,77.5886464017964,167,8,SCOOTER,"SCOOTER:71,MOTOR CYCLE:60,CAR:23,PASSENGER AUTO:9,LGV:1,MOPED:1,GOODS AUTO:1,TANKER:1","{""SCOOTER"": 71, ""MOTOR CYCLE"": 60, ""CAR"": 23, ""PASSENGER AUTO"": 9, ""LGV"": 1, ""MOPED"": 1, ""GOODS AUTO"": 1, ""TANKER"": 1}",YELAHANKA,"3rd A Cross Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",No Junction,0.0,0.0,2023-11-25 07:20:46+05:30,2024-04-07 11:43:46+05:30,23,14,11,Sunday,2,good,0
C_571,13.094150672289157,77.59433734999998,166,7,SCOOTER,"SCOOTER:84,MOTOR CYCLE:66,CAR:9,MAXI-CAB:2,MOPED:2,PASSENGER AUTO:2,LGV:1","{""SCOOTER"": 84, ""MOTOR CYCLE"": 66, ""CAR"": 9, ""MAXI-CAB"": 2, ""MOPED"": 2, ""PASSENGER AUTO"": 2, ""LGV"": 1}",YELAHANKA,"Allalasandra Main Road, Yelahanka Circle, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",No Junction,0.0,0.0,2023-11-23 08:01:46+05:30,2024-04-01 10:36:46+05:30,19,14,5,Wednesday,2,good,0
C_0_8,12.972345283132533,77.57976098493977,166,8,SCOOTER,"SCOOTER:114,MOTOR CYCLE:25,CAR:11,LGV:7,MOPED:5,PASSENGER AUTO:2,GOODS AUTO:1,VAN:1","{""SCOOTER"": 114, ""MOTOR CYCLE"": 25, ""CAR"": 11, ""LGV"": 7, ""MOPED"": 5, ""PASSENGER AUTO"": 2, ""GOODS AUTO"": 1, ""VAN"": 1}",UPPARPET,"Hospital Road, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)",BTP038 - Mysore Bank Junction,0.0,1.0,2023-11-11 07:22:46+05:30,2024-03-03 04:28:46+05:30,28,11,10,Saturday,1,good,0
C_352,12.935519155757577,77.51798805939393,165,10,SCOOTER,"SCOOTER:75,MOTOR CYCLE:49,CAR:17,LGV:11,HGV:5,PASSENGER AUTO:4,MOPED:1,TEMPO:1,JEEP:1,GOODS AUTO:1","{""SCOOTER"": 75, ""MOTOR CYCLE"": 49, ""CAR"": 17, ""LGV"": 11, ""HGV"": 5, ""PASSENGER AUTO"": 4, ""MOPED"": 1, ""TEMPO"": 1, ""JEEP"": 1, ""GOODS AUTO"": 1}",BYATARAYANAPURA,"Sri Sri Sri Tiruchi Mahaswamiji Road, Gopalan Arcade, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",No Junction,0.0,0.0,2023-11-15 01:14:46+05:30,2024-04-04 05:11:46+05:30,27,14,7,Tuesday,1,good,0
C_302,12.997266536419753,77.61058861975309,162,6,SCOOTER,"SCOOTER:61,CAR:61,PASSENGER AUTO:24,MOTOR CYCLE:12,LGV:2,GOODS AUTO:2","{""SCOOTER"": 61, ""CAR"": 61, ""PASSENGER AUTO"": 24, ""MOTOR CYCLE"": 12, ""LGV"": 2, ""GOODS AUTO"": 2}",PULIKESHINAGAR(F.TOWN),"Coles Road, Pulikeshi Nagar, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-11-14 03:04:46+05:30,2024-03-24 03:36:46+05:30,27,15,3,Thursday,1,good,0
C_365,12.875531913043478,77.64826194782609,161,14,CAR,"CAR:52,SCHOOL VEHICLE:20,LORRY/GOODS VEHICLE:19,FACTORY BUS:19,LGV:17,PASSENGER AUTO:10,MAXI-CAB:9,PRIVATE BUS:7,HGV:2,MOTOR CYCLE:2,TEMPO:1,TANKER:1,SCOOTER:1,GOODS AUTO:1","{""CAR"": 52, ""SCHOOL VEHICLE"": 20, ""LORRY/GOODS VEHICLE"": 19, ""FACTORY BUS"": 19, ""LGV"": 17, ""PASSENGER AUTO"": 10, ""MAXI-CAB"": 9, ""PRIVATE BUS"": 7, ""HGV"": 2, ""MOTOR CYCLE"": 2, ""TEMPO"": 1, ""TANKER"": 1, ""SCOOTER"": 1, ""GOODS AUTO"": 1}",HULIMAVU,"Hosur Road, Singasandra Industrial Estate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",No Junction,0.0,0.0,2023-11-15 04:33:46+05:30,2024-04-03 02:29:46+05:30,41,18,3,Tuesday,3,good,0
C_174,12.888324508074536,77.56249719813664,161,6,SCOOTER,"SCOOTER:103,MOTOR CYCLE:38,CAR:9,PASSENGER AUTO:9,LORRY/GOODS VEHICLE:1,LGV:1","{""SCOOTER"": 103, ""MOTOR CYCLE"": 38, ""CAR"": 9, ""PASSENGER AUTO"": 9, ""LORRY/GOODS VEHICLE"": 1, ""LGV"": 1}",THALAGATTAPURA,"Konanakunte Main Road, Gopalan Jewels, Siddanna Layout, Bikaspura, Bengaluru, Karnataka. Pin-560062 (India)",No Junction,0.0,0.0,2023-11-11 12:15:46+05:30,2024-04-08 09:56:46+05:30,35,18,11,Tuesday,2,good,0
C_222,12.989518420625,77.57332170750001,160,7,SCOOTER,"SCOOTER:82,MOTOR CYCLE:29,CAR:26,PASSENGER AUTO:17,LGV:3,JEEP:2,MAXI-CAB:1","{""SCOOTER"": 82, ""MOTOR CYCLE"": 29, ""CAR"": 26, ""PASSENGER AUTO"": 17, ""LGV"": 3, ""JEEP"": 2, ""MAXI-CAB"": 1}",SHESHADRIPURAM,"2nd Main Road, Shree MG Seshadri Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",No Junction,0.0062,0.0,2023-11-12 09:13:46+05:30,2024-04-06 11:42:46+05:30,50,19,9,Tuesday,1,good,0
