cluster_id,total_violations,active_days,active_weeks,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes
C_172,227,44,19,13,55,0.2423,"[13, 12, 11]",Friday,WEEKDAY,13.0,8.0,13:00-15:00,12:00-14:00,0.5198,HIGH,clean
C_173,1959,123,23,12,620,0.3165,"[12, 13, 14]",Sunday,MIXED,13.0,12.0,12:00-14:00,13:00-15:00,0.7065,HIGH,no strong weekday/weekend skew
C_174,161,35,18,11,70,0.4348,"[11, 10, 13]",Tuesday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.7453,HIGH,clean
C_175,522,73,22,11,124,0.2375,"[11, 12, 4]",Tuesday,MIXED,11.0,12.0,11:00-13:00,12:00-14:00,0.6418,HIGH,no strong weekday/weekend skew
C_176,195,27,17,12,83,0.4256,"[12, 7, 2]",Friday,WEEKDAY,12.0,7.0,12:00-14:00,07:00-09:00,0.7436,HIGH,clean
C_177,341,71,23,2,113,0.3314,"[2, 11, 4]",Wednesday,WEEKDAY,2.0,2.0,02:00-04:00,11:00-13:00,0.5279,HIGH,clean
C_178,26,16,11,13,13,0.5,"[13, 12, 8]",Wednesday,WEEKDAY,13.0,12.0,13:00-15:00,12:00-14:00,0.7692,MEDIUM,sparse data (<30 violations)
C_179,93,26,15,12,28,0.3011,"[12, 11, 6]",Monday,MIXED,12.0,11.0,12:00-14:00,11:00-13:00,0.6129,MEDIUM,no strong weekday/weekend skew
C_18,1602,123,23,1,256,0.1598,"[1, 10, 3]",Sunday,MIXED,1.0,1.0,01:00-03:00,10:00-12:00,0.3801,HIGH,no strong weekday/weekend skew
C_180,29,17,12,3,8,0.2759,"[3, 10, 2]",Thursday,WEEKDAY,3.0,3.0,03:00-05:00,10:00-12:00,0.5172,MEDIUM,sparse data (<30 violations)
C_181,537,97,22,9,106,0.1974,"[9, 8, 11]",Sunday,MIXED,9.0,8.0,09:00-11:00,08:00-10:00,0.5121,HIGH,no strong weekday/weekend skew
C_182,574,79,22,11,82,0.1429,"[11, 10, 12]",Sunday,MIXED,11.0,4.0,11:00-13:00,10:00-12:00,0.3798,HIGH,no strong weekday/weekend skew
C_183,509,93,22,9,88,0.1729,"[9, 10, 8]",Saturday,MIXED,10.0,9.0,09:00-11:00,10:00-12:00,0.4067,HIGH,no strong weekday/weekend skew
C_184,337,78,23,2,195,0.5786,"[2, 3, 10]",Thursday,WEEKDAY,2.0,2.0,02:00-04:00,03:00-05:00,0.8249,HIGH,clean
C_185,64,37,20,2,26,0.4062,"[2, 1, 10]",Saturday,MIXED,2.0,2.0,02:00-04:00,01:00-03:00,0.5938,MEDIUM,no strong weekday/weekend skew
C_186,47,9,6,2,36,0.766,"[2, 1, 6]",Sunday,MIXED,2.0,2.0,02:00-04:00,01:00-03:00,0.9574,MEDIUM,no strong weekday/weekend skew
C_187,64,17,13,12,21,0.3281,"[12, 3, 4]",Saturday,MIXED,12.0,3.0,12:00-14:00,03:00-05:00,0.6875,MEDIUM,no strong weekday/weekend skew
C_188,54,24,17,12,14,0.2593,"[12, 11, 3]",Thursday,WEEKDAY,11.0,2.0,12:00-14:00,11:00-13:00,0.7222,MEDIUM,clean
C_189,674,93,22,11,194,0.2878,"[11, 10, 3]",Wednesday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.589,HIGH,clean
C_19,874,103,23,9,137,0.1568,"[9, 7, 8]",Sunday,WEEKDAY,9.0,7.0,09:00-11:00,07:00-09:00,0.4359,HIGH,clean
C_190,43,19,12,2,33,0.7674,"[2, 11, 1]",Wednesday,WEEKDAY,2.0,2.0,02:00-04:00,11:00-13:00,0.907,MEDIUM,clean
C_191,96,40,17,2,15,0.1562,"[2, 11, 3]",Tuesday,WEEKDAY,11.0,2.0,02:00-04:00,11:00-13:00,0.4479,MEDIUM,clean
C_192,76,42,18,0,12,0.1579,"[0, 2, 13]",Sunday,MIXED,0.0,9.0,00:00-02:00,02:00-04:00,0.4211,MEDIUM,no strong weekday/weekend skew
C_193,49,26,15,12,17,0.3469,"[12, 11, 5]",Monday,WEEKDAY,12.0,11.0,12:00-14:00,11:00-13:00,0.6939,MEDIUM,clean
C_194,71,37,20,3,29,0.4085,"[3, 4, 2]",Friday,MIXED,3.0,3.0,03:00-05:00,04:00-06:00,0.7887,MEDIUM,no strong weekday/weekend skew
C_195,122,54,21,3,23,0.1885,"[3, 11, 4]",Saturday,WEEKDAY,3.0,11.0,03:00-05:00,11:00-13:00,0.4836,HIGH,clean
C_196,61,22,16,1,19,0.3115,"[1, 6, 7]",Friday,WEEKDAY,1.0,1.0,01:00-03:00,06:00-08:00,0.5902,MEDIUM,clean
C_197,20,10,8,10,5,0.25,"[10, 6, 7]",Sunday,MIXED,10.0,6.0,10:00-12:00,06:00-08:00,0.65,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_198,204,49,19,6,49,0.2402,"[6, 3, 4]",Tuesday,WEEKDAY,6.0,11.0,06:00-08:00,03:00-05:00,0.549,HIGH,clean
C_199,1874,105,22,1,450,0.2401,"[1, 6, 7]",Thursday,WEEKDAY,1.0,6.0,01:00-03:00,06:00-08:00,0.5416,HIGH,clean
C_2,129,39,17,1,38,0.2946,"[1, 6, 3]",Sunday,MIXED,1.0,1.0,01:00-03:00,06:00-08:00,0.5814,HIGH,no strong weekday/weekend skew
C_20,5251,127,23,11,1292,0.246,"[11, 12, 10]",Monday,WEEKDAY,11.0,11.0,11:00-13:00,12:00-14:00,0.617,HIGH,clean
C_200,51,25,18,4,14,0.2745,"[4, 5, 6]",Monday,MIXED,4.0,11.0,04:00-06:00,05:00-07:00,0.5882,MEDIUM,no strong weekday/weekend skew
C_201,282,78,22,4,50,0.1773,"[4, 5, 9]",Thursday,WEEKDAY,4.0,5.0,04:00-06:00,05:00-07:00,0.4504,HIGH,clean
C_202,98,22,14,9,19,0.1939,"[9, 4, 5]",Tuesday,WEEKDAY,3.0,4.0,09:00-11:00,04:00-06:00,0.5306,MEDIUM,clean
C_203,418,50,21,9,64,0.1531,"[9, 8, 10]",Tuesday,WEEKDAY,8.0,9.0,09:00-11:00,08:00-10:00,0.4306,HIGH,clean
C_204,33,15,10,5,15,0.4545,"[5, 6, 4]",Wednesday,WEEKDAY,5.0,4.0,05:00-07:00,06:00-08:00,0.8788,MEDIUM,clean
C_205,305,52,18,4,66,0.2164,"[4, 7, 8]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,07:00-09:00,0.4623,HIGH,clean
C_206,31,13,9,7,12,0.3871,"[7, 6, 5]",Saturday,MIXED,7.0,5.0,07:00-09:00,06:00-08:00,0.9355,MEDIUM,no strong weekday/weekend skew
C_207,23,10,8,6,5,0.2174,"[6, 10, 11]",Sunday,WEEKEND,10.0,6.0,06:00-08:00,10:00-12:00,0.5217,MEDIUM,sparse data (<30 violations)
C_208,20,12,8,4,5,0.25,"[4, 11, 3]",Sunday,MIXED,3.0,4.0,04:00-06:00,11:00-13:00,0.6,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_209,39,25,15,10,10,0.2564,"[10, 11, 3]",Tuesday,WEEKDAY,10.0,3.0,10:00-12:00,11:00-13:00,0.6154,MEDIUM,clean
C_21,2094,138,23,8,294,0.1404,"[8, 10, 5]",Thursday,WEEKDAY,8.0,10.0,08:00-10:00,10:00-12:00,0.3878,HIGH,clean
C_210,27,17,14,12,5,0.1852,"[12, 6, 11]",Wednesday,WEEKDAY,12.0,3.0,12:00-14:00,06:00-08:00,0.4815,MEDIUM,sparse data (<30 violations)
C_211,580,103,22,9,68,0.1172,"[9, 11, 8]",Tuesday,WEEKDAY,9.0,5.0,09:00-11:00,11:00-13:00,0.3483,HIGH,clean
C_212,71,10,8,6,30,0.4225,"[6, 15, 0]",Tuesday,WEEKDAY,6.0,15.0,06:00-08:00,15:00-17:00,0.662,MEDIUM,clean
C_213,1015,103,23,9,124,0.1222,"[9, 7, 8]",Sunday,MIXED,9.0,17.0,09:00-11:00,07:00-09:00,0.3113,HIGH,no strong weekday/weekend skew
C_214,348,97,22,8,59,0.1695,"[8, 7, 9]",Thursday,WEEKDAY,8.0,8.0,08:00-10:00,07:00-09:00,0.477,HIGH,clean
C_215,40,25,15,5,10,0.25,"[5, 7, 4]",Thursday,WEEKDAY,5.0,6.0,05:00-07:00,07:00-09:00,0.675,MEDIUM,clean
C_216,20,7,6,3,7,0.35,"[3, 2, 13]",Sunday,MIXED,3.0,13.0,03:00-05:00,02:00-04:00,0.75,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_217,248,35,20,2,54,0.2177,"[2, 0, 10]",Monday,WEEKDAY,2.0,10.0,02:00-04:00,00:00-02:00,0.5,HIGH,clean
C_218,22,17,11,7,6,0.2727,"[7, 6, 8]",Friday,WEEKDAY,7.0,5.0,07:00-09:00,06:00-08:00,0.6364,MEDIUM,sparse data (<30 violations)
C_219,814,72,22,8,178,0.2187,"[8, 9, 4]",Wednesday,WEEKDAY,8.0,5.0,08:00-10:00,09:00-11:00,0.4877,HIGH,clean
C_22,9096,151,23,10,1456,0.1601,"[10, 9, 8]",Sunday,MIXED,10.0,10.0,10:00-12:00,09:00-11:00,0.4081,HIGH,no strong weekday/weekend skew
C_220,39,9,8,9,27,0.6923,"[9, 4, 10]",Thursday,WEEKDAY,9.0,9.0,09:00-11:00,04:00-06:00,0.8462,MEDIUM,clean
C_221,53,20,12,7,13,0.2453,"[7, 12, 11]",Sunday,WEEKEND,11.0,12.0,07:00-09:00,12:00-14:00,0.6038,MEDIUM,clean
C_222,160,50,19,9,33,0.2062,"[9, 11, 12]",Tuesday,WEEKDAY,9.0,8.0,09:00-11:00,11:00-13:00,0.5188,HIGH,clean
C_223,21,11,7,9,8,0.381,"[9, 11, 13]",Thursday,WEEKDAY,9.0,6.0,09:00-11:00,11:00-13:00,0.7619,MEDIUM,sparse data (<30 violations)
C_224,72,14,10,13,22,0.3056,"[13, 11, 10]",Friday,WEEKDAY,13.0,8.0,13:00-15:00,11:00-13:00,0.6806,MEDIUM,clean
C_225,42,1,1,9,33,0.7857,"[9, 10]",Sunday,WEEKEND,,9.0,09:00-11:00,10:00-12:00,1.0,MEDIUM,few active days (<7)
C_226,149,43,18,10,30,0.2013,"[10, 9, 14]",Sunday,MIXED,10.0,14.0,10:00-12:00,09:00-11:00,0.4497,HIGH,no strong weekday/weekend skew
C_227,24,19,14,9,6,0.25,"[9, 10, 8]",Friday,WEEKDAY,9.0,3.0,09:00-11:00,10:00-12:00,0.5417,MEDIUM,sparse data (<30 violations)
C_228,17,4,4,10,13,0.7647,"[10, 12]",Sunday,WEEKEND,12.0,10.0,10:00-12:00,12:00-14:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_229,1139,115,23,4,383,0.3363,"[4, 3, 5]",Saturday,WEEKDAY,4.0,4.0,04:00-06:00,03:00-05:00,0.5812,HIGH,clean
C_23,540,86,23,12,100,0.1852,"[12, 14, 11]",Sunday,MIXED,12.0,14.0,12:00-14:00,14:00-16:00,0.4481,HIGH,no strong weekday/weekend skew
C_230,76,33,18,10,36,0.4737,"[10, 11, 8]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.7632,MEDIUM,no strong weekday/weekend skew
C_231,45,23,14,11,10,0.2222,"[11, 7, 6]",Sunday,MIXED,11.0,10.0,11:00-13:00,07:00-09:00,0.5778,MEDIUM,no strong weekday/weekend skew
C_232,79,25,17,11,20,0.2532,"[11, 12, 10]",Sunday,MIXED,12.0,9.0,11:00-13:00,12:00-14:00,0.5696,MEDIUM,no strong weekday/weekend skew
C_233,39,13,8,2,18,0.4615,"[2, 3, 8]",Sunday,MIXED,3.0,2.0,02:00-04:00,03:00-05:00,0.7949,MEDIUM,no strong weekday/weekend skew
C_234,19,15,12,10,6,0.3158,"[10, 8, 13]",Friday,WEEKDAY,8.0,10.0,10:00-12:00,08:00-10:00,0.5789,MEDIUM,sparse data (<30 violations)
C_235,58,31,16,11,18,0.3103,"[11, 9, 10]",Sunday,MIXED,11.0,11.0,11:00-13:00,09:00-11:00,0.5862,MEDIUM,no strong weekday/weekend skew
C_236,17,2,2,10,10,0.5882,"[10, 11]",Sunday,WEEKEND,,10.0,10:00-12:00,11:00-13:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_237,236,70,22,12,44,0.1864,"[12, 11, 10]",Sunday,MIXED,11.0,12.0,12:00-14:00,11:00-13:00,0.4788,HIGH,no strong weekday/weekend skew
C_238,25,2,2,11,19,0.76,"[11, 10]",Sunday,WEEKEND,,11.0,11:00-13:00,10:00-12:00,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_239,25,14,12,12,9,0.36,"[12, 11, 5]",Tuesday,WEEKDAY,12.0,11.0,12:00-14:00,11:00-13:00,0.68,MEDIUM,sparse data (<30 violations)
C_24,43,13,10,11,9,0.2093,"[11, 9, 10]",Monday,WEEKDAY,9.0,3.0,11:00-13:00,09:00-11:00,0.5814,MEDIUM,clean
C_240,84,40,18,11,18,0.2143,"[11, 13, 2]",Sunday,MIXED,2.0,11.0,11:00-13:00,13:00-15:00,0.5833,MEDIUM,no strong weekday/weekend skew
C_241,58,30,18,12,21,0.3621,"[12, 11, 13]",Tuesday,MIXED,12.0,7.0,12:00-14:00,11:00-13:00,0.6379,MEDIUM,no strong weekday/weekend skew
C_242,304,30,15,3,72,0.2368,"[3, 14, 4]",Thursday,WEEKDAY,3.0,11.0,03:00-05:00,14:00-16:00,0.5526,HIGH,clean
C_243,28,15,12,11,8,0.2857,"[11, 7, 13]",Sunday,MIXED,11.0,7.0,11:00-13:00,07:00-09:00,0.6429,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_244,33,16,14,11,10,0.303,"[11, 10, 12]",Sunday,MIXED,11.0,10.0,11:00-13:00,10:00-12:00,0.697,MEDIUM,no strong weekday/weekend skew
C_245,535,78,23,11,117,0.2187,"[11, 4, 3]",Wednesday,WEEKDAY,11.0,11.0,11:00-13:00,04:00-06:00,0.4467,HIGH,clean
C_246,62,24,16,8,14,0.2258,"[8, 3, 7]",Saturday,MIXED,8.0,3.0,08:00-10:00,03:00-05:00,0.4355,MEDIUM,no strong weekday/weekend skew
C_247,312,81,22,10,90,0.2885,"[10, 11, 9]",Tuesday,WEEKDAY,10.0,10.0,10:00-12:00,11:00-13:00,0.5609,HIGH,clean
C_248,107,49,20,11,24,0.2243,"[11, 12, 4]",Tuesday,WEEKDAY,11.0,12.0,11:00-13:00,12:00-14:00,0.514,HIGH,clean
C_249,35,23,16,11,15,0.4286,"[11, 10, 9]",Friday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.7714,MEDIUM,clean
C_25,24,7,6,11,9,0.375,"[11, 5, 6]",Monday,WEEKDAY,11.0,,11:00-13:00,05:00-07:00,0.7917,MEDIUM,sparse data (<30 violations)
C_250,134,33,15,5,37,0.2761,"[5, 6, 4]",Tuesday,WEEKDAY,5.0,4.0,05:00-07:00,06:00-08:00,0.5597,HIGH,clean
C_251,714,79,21,12,195,0.2731,"[12, 13, 14]",Saturday,WEEKDAY,13.0,12.0,12:00-14:00,13:00-15:00,0.612,HIGH,clean
C_252,136,48,19,13,63,0.4632,"[13, 12, 3]",Sunday,WEEKDAY,13.0,13.0,13:00-15:00,12:00-14:00,0.7941,HIGH,clean
C_253,29,19,14,5,8,0.2759,"[5, 9, 10]",Friday,WEEKDAY,5.0,9.0,05:00-07:00,09:00-11:00,0.5172,MEDIUM,sparse data (<30 violations)
C_254,419,54,20,12,105,0.2506,"[12, 11, 13]",Sunday,MIXED,12.0,13.0,12:00-14:00,11:00-13:00,0.5728,HIGH,no strong weekday/weekend skew
C_255,69,10,7,8,37,0.5362,"[8, 12, 7]",Thursday,WEEKDAY,8.0,12.0,08:00-10:00,12:00-14:00,0.8841,MEDIUM,clean
C_256,332,35,18,9,57,0.1717,"[9, 8, 10]",Monday,WEEKDAY,9.0,16.0,09:00-11:00,08:00-10:00,0.4217,HIGH,clean
C_257,21,5,3,2,10,0.4762,"[2, 0, 12]",Sunday,MIXED,0.0,2.0,02:00-04:00,00:00-02:00,0.9048,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_258,21,6,4,0,5,0.2381,"[0, 12, 2]",Thursday,WEEKDAY,0.0,2.0,00:00-02:00,12:00-14:00,0.6667,LOW,sparse data (<30 violations); few active days (<7)
C_259,27,23,13,12,4,0.1481,"[12, 10, 4]",Thursday,WEEKDAY,10.0,4.0,12:00-14:00,10:00-12:00,0.4444,MEDIUM,sparse data (<30 violations)
C_26,47,16,9,11,16,0.3404,"[11, 10, 9]",Wednesday,WEEKDAY,10.0,11.0,11:00-13:00,10:00-12:00,0.6596,MEDIUM,clean
C_260,150,26,15,2,73,0.4867,"[2, 1, 5]",Monday,WEEKDAY,2.0,2.0,02:00-04:00,01:00-03:00,0.72,HIGH,clean
C_261,665,72,22,2,298,0.4481,"[2, 1, 3]",Wednesday,WEEKDAY,2.0,2.0,02:00-04:00,01:00-03:00,0.8511,HIGH,clean
C_262,69,37,19,5,11,0.1594,"[5, 2, 7]",Wednesday,WEEKDAY,5.0,9.0,05:00-07:00,02:00-04:00,0.4348,MEDIUM,clean
C_263,115,46,19,2,62,0.5391,"[2, 3, 11]",Saturday,WEEKDAY,2.0,2.0,02:00-04:00,03:00-05:00,0.7913,HIGH,clean
C_264,49,30,12,12,14,0.2857,"[12, 11, 3]",Saturday,MIXED,12.0,12.0,12:00-14:00,11:00-13:00,0.6327,MEDIUM,no strong weekday/weekend skew
C_265,139,28,15,9,27,0.1942,"[9, 3, 10]",Wednesday,WEEKDAY,9.0,4.0,09:00-11:00,03:00-05:00,0.4532,HIGH,clean
C_266,22,9,6,10,11,0.5,"[10, 11, 4]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.8182,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_267,71,14,10,13,26,0.3662,"[13, 11, 14]",Sunday,MIXED,11.0,13.0,13:00-15:00,11:00-13:00,0.7183,MEDIUM,no strong weekday/weekend skew
C_268,45,20,12,11,18,0.4,"[11, 6, 7]",Tuesday,WEEKDAY,11.0,6.0,11:00-13:00,06:00-08:00,0.7111,MEDIUM,clean
C_269,30,15,9,11,10,0.3333,"[11, 12, 10]",Monday,WEEKDAY,11.0,11.0,11:00-13:00,12:00-14:00,0.7667,MEDIUM,clean
C_270,15,12,8,12,4,0.2667,"[12, 2, 7]",Thursday,WEEKDAY,12.0,6.0,12:00-14:00,02:00-04:00,0.5333,MEDIUM,sparse data (<30 violations)
C_271,437,63,21,2,102,0.2334,"[2, 11, 10]",Thursday,WEEKDAY,2.0,2.0,02:00-04:00,11:00-13:00,0.4668,HIGH,clean
C_272,84,46,18,6,16,0.1905,"[6, 10, 13]",Monday,WEEKDAY,10.0,6.0,06:00-08:00,10:00-12:00,0.5,MEDIUM,clean
C_273,18,11,10,7,4,0.2222,"[7, 11, 10]",Monday,WEEKDAY,7.0,11.0,07:00-09:00,11:00-13:00,0.5556,MEDIUM,sparse data (<30 violations)
C_274,39,9,8,8,15,0.3846,"[8, 7, 4]",Monday,WEEKDAY,8.0,,08:00-10:00,07:00-09:00,0.8205,MEDIUM,clean
C_275,23,5,5,11,10,0.4348,"[11, 10, 8]",Monday,WEEKDAY,11.0,10.0,11:00-13:00,10:00-12:00,0.913,LOW,sparse data (<30 violations); few active days (<7)
C_276,47,6,6,8,37,0.7872,"[8, 7, 6]",Monday,WEEKDAY,8.0,12.0,08:00-10:00,07:00-09:00,0.9362,MEDIUM,few active days (<7)
C_277,86,29,16,4,18,0.2093,"[4, 9, 11]",Tuesday,WEEKDAY,4.0,2.0,04:00-06:00,09:00-11:00,0.4884,MEDIUM,clean
C_278,26,18,12,4,13,0.5,"[4, 3, 12]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,03:00-05:00,0.8077,MEDIUM,sparse data (<30 violations)
C_279,22,12,9,6,9,0.4091,"[6, 7, 5]",Wednesday,WEEKDAY,5.0,6.0,06:00-08:00,07:00-09:00,0.8636,MEDIUM,sparse data (<30 violations)
C_27_0,17825,151,23,10,3572,0.2004,"[10, 11, 9]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.5085,HIGH,no strong weekday/weekend skew
C_27_1,29,14,11,8,7,0.2414,"[8, 11, 12]",Monday,MIXED,12.0,11.0,08:00-10:00,11:00-13:00,0.6207,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_27_10,10,7,7,10,5,0.5,"[10, 7, 6]",Saturday,MIXED,10.0,7.0,10:00-12:00,07:00-09:00,0.8,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_27_2,16,8,5,10,7,0.4375,"[10, 11, 6]",Saturday,MIXED,6.0,10.0,10:00-12:00,11:00-13:00,0.75,MEDIUM,sparse data (<30 violations); no strong weekday/weekend skew
C_27_3,29,11,7,11,11,0.3793,"[11, 10, 3]",Sunday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.7586,MEDIUM,sparse data (<30 violations)
C_27_4,16,9,7,9,5,0.3125,"[9, 10, 11]",Thursday,WEEKDAY,9.0,8.0,09:00-11:00,10:00-12:00,0.6875,MEDIUM,sparse data (<30 violations)
C_27_5,47,10,7,9,25,0.5319,"[9, 10, 8]",Tuesday,MIXED,9.0,10.0,09:00-11:00,10:00-12:00,0.8298,MEDIUM,no strong weekday/weekend skew
C_27_6,30,8,6,11,13,0.4333,"[11, 13, 10]",Friday,MIXED,11.0,11.0,11:00-13:00,13:00-15:00,0.8333,MEDIUM,no strong weekday/weekend skew
C_27_7,118,13,6,10,29,0.2458,"[10, 14, 8]",Saturday,MIXED,14.0,12.0,10:00-12:00,14:00-16:00,0.5593,MEDIUM,no strong weekday/weekend skew
C_27_8,110,21,13,10,53,0.4818,"[10, 11, 12]",Sunday,MIXED,10.0,10.0,10:00-12:00,11:00-13:00,0.7818,HIGH,no strong weekday/weekend skew
C_27_9,23,6,6,11,10,0.4348,"[11, 9, 12]",Sunday,WEEKEND,12.0,11.0,11:00-13:00,09:00-11:00,0.8261,LOW,sparse data (<30 violations); few active days (<7)
C_28,22,9,7,5,6,0.2727,"[5, 6, 11]",Friday,WEEKDAY,5.0,11.0,05:00-07:00,06:00-08:00,0.5455,MEDIUM,sparse data (<30 violations)
C_280,76,31,16,0,15,0.1974,"[0, 4, 10]",Friday,WEEKDAY,0.0,10.0,00:00-02:00,04:00-06:00,0.4868,MEDIUM,clean
C_281,157,51,20,11,39,0.2484,"[11, 10, 4]",Saturday,MIXED,11.0,11.0,11:00-13:00,10:00-12:00,0.5159,HIGH,no strong weekday/weekend skew
C_282,20,1,1,11,20,1.0,[11],Monday,WEEKDAY,11.0,,11:00-13:00,,1.0,LOW,sparse data (<30 violations); few active days (<7)
C_283,46,27,17,11,9,0.1957,"[11, 5, 12]",Monday,WEEKDAY,5.0,11.0,11:00-13:00,05:00-07:00,0.4783,MEDIUM,clean
C_284,96,24,17,11,35,0.3646,"[11, 10, 5]",Sunday,MIXED,11.0,11.0,11:00-13:00,10:00-12:00,0.6354,MEDIUM,no strong weekday/weekend skew
C_285,200,25,15,10,72,0.36,"[10, 11, 12]",Monday,WEEKDAY,10.0,10.0,10:00-12:00,11:00-13:00,0.655,HIGH,clean
C_286,19,6,5,10,8,0.4211,"[10, 6, 12]",Wednesday,WEEKDAY,10.0,,10:00-12:00,06:00-08:00,0.8947,LOW,sparse data (<30 violations); few active days (<7)
C_287,48,24,17,10,11,0.2292,"[10, 12, 13]",Wednesday,WEEKDAY,10.0,12.0,10:00-12:00,12:00-14:00,0.625,MEDIUM,clean
C_288,145,19,11,13,46,0.3172,"[13, 12, 14]",Monday,MIXED,14.0,13.0,13:00-15:00,12:00-14:00,0.7172,HIGH,no strong weekday/weekend skew
C_289,26,6,5,3,8,0.3077,"[3, 2, 4]",Friday,WEEKDAY,3.0,,03:00-05:00,02:00-04:00,0.6154,LOW,sparse data (<30 violations); few active days (<7)
C_29,70,27,19,7,16,0.2286,"[7, 13, 9]",Wednesday,WEEKDAY,7.0,13.0,07:00-09:00,13:00-15:00,0.5286,MEDIUM,clean
C_290,99,58,21,14,19,0.1919,"[14, 12, 13]",Wednesday,WEEKDAY,14.0,12.0,14:00-16:00,12:00-14:00,0.4747,MEDIUM,clean
C_291,248,67,22,11,41,0.1653,"[11, 4, 8]",Sunday,MIXED,4.0,10.0,11:00-13:00,04:00-06:00,0.4315,HIGH,no strong weekday/weekend skew
C_292,684,79,20,14,193,0.2822,"[14, 13, 12]",Sunday,MIXED,14.0,14.0,14:00-16:00,13:00-15:00,0.6082,HIGH,no strong weekday/weekend skew
C_293,114,30,16,1,25,0.2193,"[1, 2, 3]",Sunday,MIXED,2.0,1.0,01:00-03:00,02:00-04:00,0.5526,HIGH,no strong weekday/weekend skew
C_294,42,15,11,9,14,0.3333,"[9, 5, 11]",Wednesday,WEEKDAY,9.0,9.0,09:00-11:00,05:00-07:00,0.5476,MEDIUM,clean
C_295,69,25,14,4,9,0.1304,"[4, 5, 3]",Wednesday,WEEKDAY,4.0,11.0,04:00-06:00,05:00-07:00,0.3478,MEDIUM,clean
C_296,610,69,21,4,162,0.2656,"[4, 3, 5]",Wednesday,WEEKDAY,4.0,3.0,04:00-06:00,03:00-05:00,0.682,HIGH,clean
C_297,148,26,14,2,30,0.2027,"[2, 3, 10]",Monday,WEEKDAY,2.0,8.0,02:00-04:00,03:00-05:00,0.5473,HIGH,clean
C_298,1409,67,21,8,478,0.3392,"[8, 9, 6]",Thursday,WEEKDAY,8.0,8.0,08:00-10:00,09:00-11:00,0.5962,HIGH,clean
C_299,107,20,11,2,42,0.3925,"[2, 10, 5]",Saturday,MIXED,10.0,2.0,02:00-04:00,10:00-12:00,0.7196,HIGH,no strong weekday/weekend skew
C_3,3926,150,23,0,938,0.2389,"[0, 1, 23]",Sunday,WEEKDAY,0.0,0.0,00:00-02:00,01:00-03:00,0.4733,HIGH,clean
C_30,131,34,18,8,39,0.2977,"[8, 9, 11]",Friday,WEEKDAY,8.0,8.0,08:00-10:00,09:00-11:00,0.6489,HIGH,clean
C_300,24,12,8,3,7,0.2917,"[3, 9, 2]",Tuesday,WEEKDAY,3.0,2.0,03:00-05:00,09:00-11:00,0.6667,MEDIUM,sparse data (<30 violations)
C_301,902,82,22,3,135,0.1497,"[3, 2, 1]",Thursday,WEEKDAY,2.0,10.0,03:00-05:00,02:00-04:00,0.4047,HIGH,clean
C_302,162,27,15,3,83,0.5123,"[3, 2, 7]",Thursday,WEEKDAY,3.0,3.0,03:00-05:00,02:00-04:00,0.7469,HIGH,clean
C_303,413,79,19,3,79,0.1913,"[3, 4, 8]",Thursday,WEEKDAY,3.0,3.0,03:00-05:00,04:00-06:00,0.4479,HIGH,clean
C_304,40,25,15,3,9,0.225,"[3, 7, 4]",Sunday,MIXED,7.0,3.0,03:00-05:00,07:00-09:00,0.525,MEDIUM,no strong weekday/weekend skew
C_305,35,15,9,11,10,0.2857,"[11, 4, 10]",Tuesday,WEEKDAY,11.0,3.0,11:00-13:00,04:00-06:00,0.6,MEDIUM,clean
C_306,20,6,3,6,4,0.2,"[6, 4, 3]",Saturday,MIXED,4.0,6.0,06:00-08:00,04:00-06:00,0.55,LOW,sparse data (<30 violations); few active days (<7); no strong weekday/weekend skew
C_307,185,49,20,12,40,0.2162,"[12, 11, 13]",Tuesday,WEEKDAY,12.0,9.0,12:00-14:00,11:00-13:00,0.5405,HIGH,clean
