cluster_id,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,violation_count,centroid_lat,centroid_lng,police_station_mode,cluster_quality,needs_manual_review,dominant_vehicle_type,junction_flag_rate,location_mode
C_179,ASHOK NAGAR,police_station_mode,HIGH,8,8,MEDIUM,0,24,2968,10,7,17,0.0313,clean,93,12.970168633945429,77.6102037456509,ASHOK NAGAR,medium,0,PASSENGER AUTO,0.0,"Commissariat Road, Garuda Mall, Ashok Nagar, Bengaluru, Karnataka. Pin-560025 (India)"
C_431,J.P. NAGAR,police_station_mode,HIGH,3,3,LOW,1,18,795,9,1,17,0.1157,clean,92,12.912197175,77.58570436847826,J.P. NAGAR,medium,0,CAR,0.0,"5th Cross Road, Manjunath Colony, JP Nagar Phase 2, Bengaluru, Karnataka. Pin-560078 (India)"
C_166,YESHWANTHPURA,police_station_mode,HIGH,6,6,LOW,0,17,1797,10,5,12,0.0512,clean,92,13.034588933104242,77.55741873568007,YESHWANTHPURA,medium,0,CAR,0.0,"MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)"
C_328,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,9,9,MEDIUM,0,29,3110,13,8,21,0.0293,clean,91,12.987048778923459,77.6194318209217,PULIKESHINAGAR(F.TOWN),medium,0,CAR,0.0,"Professor K Venkatachalam Circle, Venkatachalam Circle, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)"
C_424,SHIVAJINAGAR,police_station_mode,HIGH,11,11,CRITICAL,0,35,27458,21,9,24,0.0033,clean,91,12.990682759340658,77.60077731648352,SHIVAJINAGAR,medium,0,CAR,0.0,"Broadway Road, Nayak Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)"
C_85,JAYANAGARA,police_station_mode,HIGH,7,7,MEDIUM,0,34,3074,15,6,28,0.0293,clean,90,12.9113439,77.57308218,JAYANAGARA,medium,0,SCOOTER,0.0,"9th Cross Road, SNN Raj Spiritua, Umarbagh Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560078 (India)"
C_563,HULIMAVU,police_station_mode,HIGH,6,6,LOW,0,21,1677,10,5,15,0.0537,clean,90,12.88423948,77.64148727222222,HULIMAVU,medium,0,LORRY/GOODS VEHICLE,0.0,"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
C_864,K.R. PURA,police_station_mode,HIGH,5,5,HIGH,0,14,5830,11,4,10,0.0153,clean,89,13.009374106741571,77.69305326404493,K.R. PURA,medium,0,MOTOR CYCLE,0.0,"New Police Station Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)"
C_9,CHAMARAJPET,police_station_mode,HIGH,3,3,MEDIUM,1,11,2881,10,2,7,0.0309,clean,89,12.957909886516852,77.56737146404494,CHAMARAJPET,medium,0,SCOOTER,0.0112,"4th Main Road, Chamrajpet 5th Main Junction, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)"
C_564,CITY MARKET,police_station_mode,HIGH,9,9,CRITICAL,0,36,15655,21,7,25,0.0056,clean,88,12.965720809090909,77.57465140795455,CITY MARKET,medium,0,CAR,0.0,"Police Road, Old Tharagupete, Chickpete, Bengaluru, Karnataka. Pin-560002 (India)"
C_164,KAMAKSHIPALYA,police_station_mode,HIGH,3,3,LOW,1,13,747,6,2,10,0.1178,clean,88,12.990074001849985,77.50310534272727,KAMAKSHIPALYA,medium,0,CAR,0.0227,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
C_341,JNANABHARATHI,police_station_mode,HIGH,2,2,LOW,1,4,600,2,1,3,0.145,clean,87,12.971619157471263,77.50760365977011,JNANABHARATHI,medium,0,CAR,0.1379,"Kengeri Main Road, Papareddypalya Circle, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)"
C_787,WHITEFIELD,police_station_mode,HIGH,5,5,LOW,0,19,1388,9,3,16,0.0627,clean,87,12.963694437035457,77.73309597977263,WHITEFIELD,medium,0,CAR,0.1379,"Nallurahalli Road, SV Mayfair, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)"
C_487,MAGADI ROAD,police_station_mode,HIGH,11,11,HIGH,0,40,7483,22,10,30,0.0116,clean,87,12.98088220689655,77.54869524597702,MAGADI ROAD,medium,0,CAR,0.0,"Pramukh Swami Maharaj Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
C_92,CITY MARKET,police_station_mode,HIGH,10,10,CRITICAL,0,36,15655,21,7,25,0.0055,clean,86,12.955238544186045,77.57979920697674,CITY MARKET,medium,0,SCOOTER,0.0,"Kondajji Basappa Road, Minerva Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)"
C_277,BYATARAYANAPURA,police_station_mode,HIGH,8,8,MEDIUM,0,16,3703,8,7,9,0.0232,clean,86,12.955763595348838,77.54612463023255,BYATARAYANAPURA,medium,0,CAR,0.0,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)"
C_324,MALLESHWARAM,police_station_mode,HIGH,10,10,CRITICAL,0,28,24086,21,9,19,0.0036,clean,86,13.001659040697675,77.56933440348838,MALLESHWARAM,medium,0,CAR,0.0,"Siddavanahalli Krishna Sharma Road, Kadumalleshwara, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)"
C_322,CUBBON PARK,police_station_mode,MEDIUM,5,5,LOW,0,19,1977,7,4,15,0.0425,cluster flagged for review,84,12.98535625238095,77.5940337047619,CUBBON PARK,medium,1,CAR,0.0,"Ali Asker Road, Embassy Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_240,HSR LAYOUT,police_station_mode,HIGH,7,7,MEDIUM,0,34,4491,19,6,26,0.0187,clean,84,12.911733891666668,77.62622053333334,HSR LAYOUT,medium,0,CAR,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
C_272,HSR LAYOUT,police_station_mode,HIGH,7,7,MEDIUM,0,34,4491,19,6,26,0.0187,clean,84,12.916325527380954,77.65172994404763,HSR LAYOUT,medium,0,SCOOTER,0.0,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
C_336,JAYANAGARA,police_station_mode,HIGH,8,8,MEDIUM,0,34,3074,15,6,28,0.027,clean,83,12.932906262650603,77.58362339036145,JAYANAGARA,medium,0,SCOOTER,0.0,"22nd Cross Road, Da Ra Bendre Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)"
C_137,MADIWALA,police_station_mode,HIGH,3,3,LOW,1,8,796,3,2,6,0.1043,clean,83,12.92008056995005,77.62101650948262,MADIWALA,medium,0,CAR,0.0,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
C_313,KAMAKSHIPALYA,police_station_mode,HIGH,4,4,LOW,0,13,747,6,2,10,0.1098,clean,82,12.98910814390244,77.50785776219512,KAMAKSHIPALYA,medium,0,SCOOTER,0.0,"Magadi Main Road, BM Shankarappa Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)"
C_380,YESHWANTHPURA,police_station_mode,HIGH,7,7,LOW,0,17,1797,10,5,12,0.0456,clean,82,13.028906564903298,77.54023503440216,YESHWANTHPURA,medium,0,CAR,0.0244,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
C_460,WILSON GARDEN,police_station_mode,HIGH,7,7,LOW,0,23,2349,16,5,18,0.0349,clean,82,12.95469044878049,77.5931143804878,WILSON GARDEN,medium,0,CAR,0.0,"BTS Main Road, BMTC Junction, Wilson Garden, Bengaluru, Karnataka. Pin-560027 (India)"
C_165,CHIKKABANAVARA,police_station_mode,HIGH,1,1,LOW,1,9,312,6,0,9,0.2628,clean,82,13.055002059756099,77.50761303658537,CHIKKABANAVARA,medium,0,CAR,0.0,"Hesaraghatta Main Road, Defence Colony, Bagalagunte, Bengaluru, Karnataka. Pin-560073 (India)"
C_418,PEENYA,police_station_mode,HIGH,4,4,LOW,0,8,669,5,3,5,0.1211,clean,81,13.041761344855969,77.51448631728397,PEENYA,medium,0,CAR,0.0,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
C_420,MICO LAYOUT,police_station_mode,HIGH,8,8,LOW,0,24,2243,11,5,19,0.0361,clean,81,12.913500958024692,77.60413251358025,MICO LAYOUT,medium,0,CAR,0.0,"7th Cross Road, MICO Layout, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
C_407,WILSON GARDEN,police_station_mode,HIGH,8,8,LOW,0,23,2349,16,5,18,0.0345,clean,81,12.944723938271602,77.59709847777779,WILSON GARDEN,medium,0,CAR,0.0,"Hosur Road, Wilson Manor Apartment, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
C_695,HULIMAVU,police_station_mode,HIGH,7,7,LOW,0,21,1677,10,5,15,0.0477,clean,80,12.885686638772905,77.64160703061034,HULIMAVU,medium,0,SCOOTER,0.0,"Housur Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
C_308,KODIGEHALLI,police_station_mode,MEDIUM,13,13,HIGH,0,33,8738,15,10,21,0.0092,cluster flagged for review,80,13.059891479624877,77.57666547344829,KODIGEHALLI,medium,1,PASSENGER AUTO,0.025,"Kodigehalli Main Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)"
C_388,CHIKKAJALA,police_station_mode,HIGH,4,4,HIGH,0,17,6107,9,3,14,0.0131,clean,80,13.144241132500003,77.61785922874999,CHIKKAJALA,medium,0,MOTOR CYCLE,0.05,"Hosahalli Main Road, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)"
C_232,KODIGEHALLI,police_station_mode,HIGH,14,14,HIGH,0,33,8738,15,10,21,0.009,clean,79,13.072140506329115,77.59199292658226,KODIGEHALLI,medium,0,CAR,0.0,"Sahakar Nagar Road, L&T Realty Elara Celestia, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)"
C_79,MAGADI ROAD,police_station_mode,HIGH,12,12,HIGH,0,40,7483,22,10,30,0.0106,clean,79,12.972524612658226,77.54722579240506,MAGADI ROAD,medium,0,SCOOTER,0.038,"Pipe Line Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
C_780,J.P. NAGAR,police_station_mode,HIGH,4,4,LOW,0,18,795,9,1,17,0.0994,clean,79,12.8817490278481,77.5958475506329,J.P. NAGAR,medium,0,SCOOTER,0.0,"Bannerghatta Main Road, Vijay Shree Layout, Hulimavu, Bengaluru, Karnataka. Pin-560076 (India)"
C_76,ADUGODI,police_station_mode,HIGH,4,4,LOW,1,23,2384,13,2,21,0.0327,clean,78,12.93429914102564,77.61262885769231,ADUGODI,medium,0,CAR,0.0,"17th Main Road, UCO Bank Junction, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)"
C_0_21,UPPARPET,police_station_mode,HIGH,7,7,CRITICAL,0,33,36360,22,5,21,0.0021,clean,78,12.974892128205125,77.57686651666668,UPPARPET,medium,0,PASSENGER AUTO,0.0,"Kempegowda Road, Alankar Pearl Plaza, Kempegowda Extension, Chickpete, Bengaluru, Karnataka. Pin-560009 (India)"
C_358,CHIKKAJALA,police_station_mode,HIGH,5,5,HIGH,0,17,6107,9,3,14,0.0126,clean,77,13.183891041558445,77.6862881311688,CHIKKAJALA,medium,0,CAR,0.0,"Unnamed Road, Chikkanahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)"
C_354,HULIMAVU,police_station_mode,HIGH,8,8,LOW,0,21,1677,10,5,15,0.0459,clean,77,12.884880809090907,77.64232411168831,HULIMAVU,medium,0,LORRY/GOODS VEHICLE,0.0,"1st Main Road, Ramaiah Reddy Layout, Singasandra, Bengaluru, Karnataka. Pin-560068 (India)"
C_837,BELLANDUR,police_station_mode,HIGH,9,9,MEDIUM,0,33,3892,16,7,26,0.0198,clean,77,12.895195206493506,77.67585058961039,BELLANDUR,medium,0,SCOOTER,0.0,"Amrita College Road, Bhuvi Colony, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)"
C_97,RAJAJINAGAR,police_station_mode,HIGH,13,13,HIGH,0,46,6236,30,12,32,0.0123,clean,77,13.00883163766234,77.52652366233767,RAJAJINAGAR,medium,0,CAR,0.0,"50 Feet Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
C_421,MICO LAYOUT,police_station_mode,HIGH,9,9,LOW,0,24,2243,11,5,19,0.0343,clean,77,12.913863484415586,77.60875892597403,MICO LAYOUT,medium,0,SCOOTER,0.0,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
C_192,UPPARPET,police_station_mode,HIGH,8,8,CRITICAL,0,33,36360,22,5,21,0.0021,clean,76,12.979754736842102,77.57288622105264,UPPARPET,medium,0,CAR,0.0,"Dhanvanthri Road, Ayurvedic Hospital Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
C_379,HALASURU GATE,police_station_mode,HIGH,6,6,HIGH,1,31,4524,18,4,23,0.0168,clean,76,12.97366174605263,77.58297840263158,HALASURU GATE,medium,0,PASSENGER AUTO,0.0,"Dr Ambedkar Road, Cauvery Bhavan, Ambedkar Veedhi, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)"
C_230,HSR LAYOUT,police_station_mode,HIGH,9,9,MEDIUM,0,34,4491,19,6,26,0.0169,clean,76,12.922932814092125,77.65148520352193,HSR LAYOUT,medium,0,CAR,0.0,"27th Main Road, HSR Layout 27th Main Junction, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
C_374,R.T. NAGAR,police_station_mode,HIGH,5,5,LOW,0,17,1166,9,3,14,0.0652,clean,76,13.02434007894737,77.5937293,R.T. NAGAR,medium,0,CAR,0.0,"10th Main Road, P&T Colony, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
C_280,MAHADEVAPURA,police_station_mode,HIGH,6,6,HIGH,0,20,6005,12,5,14,0.0127,clean,76,12.995454595718082,77.66686160302876,MAHADEVAPURA,medium,0,CAR,0.0658,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)"
C_537,MAGADI ROAD,police_station_mode,HIGH,13,13,HIGH,0,40,7483,22,10,30,0.0102,clean,76,12.984098051315787,77.54923336578946,MAGADI ROAD,medium,0,SCOOTER,0.0,"20th Main Road, Jedehalli, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
C_475,WILSON GARDEN,police_station_mode,HIGH,9,9,LOW,0,23,2349,16,5,18,0.0319,clean,75,12.946284498666666,77.58791945999998,WILSON GARDEN,medium,0,SCOOTER,0.0,"Siddhapura Road, Siddapura Circle, Mavalli, Bengaluru, Karnataka. Pin-560004 (India)"
C_551,MADIWALA,police_station_mode,HIGH,4,4,LOW,0,8,796,3,2,6,0.093,clean,74,12.922551667567566,77.62263790540541,MADIWALA,medium,0,SCOOTER,0.0,"Madiwala Market Street, FSL Quarters, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
C_823,HAL OLD AIRPORT,police_station_mode,HIGH,19,19,CRITICAL,0,51,19446,22,17,32,0.0038,clean,74,12.966993843243245,77.71743129864866,HAL OLD AIRPORT,medium,0,MAXI-CAB,0.0,"ITPL Main Road, Sradha Brindavan, AECS Layout, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)"
C_744,RAJAJINAGAR,police_station_mode,HIGH,14,14,HIGH,0,46,6236,30,12,32,0.0119,clean,74,12.985484356756757,77.56010964054053,RAJAJINAGAR,medium,0,SCOOTER,0.0,"80 Feet Ring Road, Block 4, Prakash Nagar, Bengaluru, Karnataka. Pin-560021 (India)"
C_604,MICO LAYOUT,police_station_mode,HIGH,10,10,LOW,0,24,2243,11,5,19,0.033,clean,74,12.90827940135135,77.60198662837838,MICO LAYOUT,medium,0,SCOOTER,0.0,"4th Cross Road, Kaverappa Industrial Area, NS Palya, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)"
C_895,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,10,10,MEDIUM,0,29,3110,13,8,21,0.0235,clean,73,13.007128969863015,77.62158880821917,PULIKESHINAGAR(F.TOWN),medium,0,CAR,0.0,"Lingarajapuram Flyover, Old Bagalur Layout, Lingarajapuram, Bengaluru, Karnataka. Pin-560084 (India)"
C_722,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,10,10,MEDIUM,0,29,3110,13,8,21,0.0235,clean,73,13.001025780821918,77.61225901643836,PULIKESHINAGAR(F.TOWN),medium,0,CAR,0.0,"Madhavaraya Mudaliar Road, Puttanna Junction, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
C_404,HAL OLD AIRPORT,police_station_mode,HIGH,20,20,CRITICAL,0,51,19446,22,17,32,0.0038,clean,73,12.94549378541486,77.69803868000895,HAL OLD AIRPORT,medium,0,MAXI-CAB,0.0,"Outer Ring Road, Bellandur Amanikere, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)"
C_679,RAJAJINAGAR,police_station_mode,HIGH,15,15,HIGH,0,46,6236,30,12,32,0.0115,clean,72,12.989823343055557,77.55602536666667,RAJAJINAGAR,medium,0,SCOOTER,0.0,"10th Main Road, ESI Hospital Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
C_427,MAGADI ROAD,police_station_mode,HIGH,14,14,HIGH,0,40,7483,22,10,30,0.0096,clean,72,12.981237141666666,77.54918720416667,MAGADI ROAD,medium,0,CAR,0.0,"20th Main Road, GEF Block, Industrial Town, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
C_224,HSR LAYOUT,police_station_mode,HIGH,10,10,MEDIUM,0,34,4491,19,6,26,0.016,clean,72,12.911894305555556,77.64452283472224,HSR LAYOUT,medium,0,SCOOTER,0.0,"18th Cross Road, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
C_82,CHIKKABANAVARA,police_station_mode,HIGH,2,2,LOW,1,9,312,6,0,9,0.2276,clean,71,13.048919969014086,77.49699119765258,CHIKKABANAVARA,medium,0,CAR,0.0141,"Mumbai Bengaluru Highway, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)"
C_194,JAYANAGARA,police_station_mode,HIGH,9,9,MEDIUM,0,34,3074,15,6,28,0.0231,clean,71,12.919836298591552,77.5836598802817,JAYANAGARA,medium,0,CAR,0.0,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)"
C_212,JAYANAGARA,police_station_mode,HIGH,9,9,MEDIUM,0,34,3074,15,6,28,0.0231,clean,71,12.936610523943662,77.58420253239436,JAYANAGARA,medium,0,SCOOTER,0.0,"Sri Nitturu Srinivasarao Road, Madhavan Circle, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
C_555,BELLANDUR,police_station_mode,HIGH,10,10,MEDIUM,0,33,3892,16,7,26,0.0182,clean,71,12.913996266315,77.67754896037216,BELLANDUR,medium,0,SCOOTER,0.0,"Sarjapura Main Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)"
C_267,V.V.PURAM (C.PET),police_station_mode,HIGH,2,2,LOW,1,11,394,7,1,10,0.1802,clean,71,12.951723700313279,77.57695512239435,V.V.PURAM (C.PET),medium,0,CAR,0.0,"Siri Vasavi Temple Road, Sajjan Rao Circle, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)"
C_507,WILSON GARDEN,police_station_mode,HIGH,10,10,LOW,0,23,2349,16,5,18,0.0302,clean,71,12.947150319718308,77.5907853802817,WILSON GARDEN,medium,0,PASSENGER AUTO,0.0,"Siddhapura Road, B Venkata Reddy Nagar, Siddapura, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)"
C_29,BELLANDUR,police_station_mode,HIGH,11,11,MEDIUM,0,33,3892,16,7,26,0.018,clean,70,12.913555324285715,77.6786141,BELLANDUR,medium,0,SCOOTER,0.0,"Sarjapura Main Road, Kaikondrahalli, Bengaluru, Karnataka. Pin-560035 (India)"
C_255,MADIWALA,police_station_mode,HIGH,5,5,LOW,0,8,796,3,2,6,0.0867,clean,69,12.911635776811591,77.62573578260866,MADIWALA,medium,0,SCOOTER,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)"
C_262,HSR LAYOUT,police_station_mode,HIGH,11,11,MEDIUM,0,34,4491,19,6,26,0.0154,clean,69,12.889894418957754,77.63979351141396,HSR LAYOUT,medium,0,CAR,0.0,"Hosur Road, Gangotri SLV Meadows, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
C_295,WHITEFIELD,police_station_mode,HIGH,6,6,LOW,0,19,1388,9,3,16,0.0497,clean,69,12.942398278260871,77.74723309275362,WHITEFIELD,medium,0,CAR,0.029,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)"
C_596,VIJAYANAGARA,police_station_mode,HIGH,17,17,CRITICAL,0,33,14536,21,16,17,0.0047,clean,69,12.975339985507247,77.54502487536229,VIJAYANAGARA,medium,0,CAR,0.0,"1st Cross Road, Sindhya Sunshine Apartment, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)"
C_109,HALASUR,police_station_mode,HIGH,6,6,MEDIUM,0,28,3011,19,5,23,0.0226,clean,68,12.972184429411765,77.62575213529412,HALASUR,medium,0,CAR,0.0,"1st Cross Road, Ranka Court, Halasuru, Bengaluru, Karnataka. Pin-560008 (India)"
C_642,HALASUR,police_station_mode,HIGH,6,6,MEDIUM,0,28,3011,19,5,23,0.0226,clean,68,12.97233030147059,77.6183342264706,HALASUR,medium,0,SCOOTER,0.0294,"Midford Garden Lane, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
C_580,RAJAJINAGAR,police_station_mode,HIGH,16,16,HIGH,0,46,6236,30,12,32,0.0109,clean,68,13.008734020588237,77.52702513382353,RAJAJINAGAR,medium,0,CAR,0.0,"Laggere Service Road, Malleshwar Layout, Laggere, Bengaluru, Karnataka. Pin-560058 (India)"
C_101,BANASWADI,police_station_mode,HIGH,4,4,LOW,0,16,1530,8,3,13,0.0444,clean,68,13.003531324999997,77.66277133970588,BANASWADI,medium,0,SCOOTER,0.0,"2nd Main Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)"
C_561,R.T. NAGAR,police_station_mode,HIGH,6,6,LOW,0,17,1166,9,3,14,0.0575,clean,67,13.02514601641791,77.58533382985075,R.T. NAGAR,medium,0,SCOOTER,0.0,"Bellary Road, HGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)"
C_439,KODIGEHALLI,police_station_mode,HIGH,15,15,HIGH,0,33,8738,15,10,21,0.0077,clean,67,13.037002907462686,77.57460431791044,KODIGEHALLI,medium,0,MOTOR CYCLE,0.0,"3rd Main Road, Sanjay Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
C_560,MAGADI ROAD,police_station_mode,HIGH,15,15,HIGH,0,40,7483,22,10,30,0.009,clean,67,12.974347467164181,77.55127402835822,MAGADI ROAD,medium,0,SCOOTER,0.0,"G Narayana Kumar Road, Police Quarters, Cholurpalya, Bengaluru, Karnataka. Pin-560023 (India)"
C_414,PULIKESHINAGAR(F.TOWN),police_station_mode,HIGH,12,12,MEDIUM,0,29,3110,13,8,21,0.0212,clean,66,12.987638371212121,77.61817215757576,PULIKESHINAGAR(F.TOWN),medium,0,SCOOTER,0.0,"Osborne Road, Meanee Avenue Layout, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)"
C_31,SHESHADRIPURAM,police_station_mode,HIGH,10,10,MEDIUM,0,20,2523,7,8,12,0.0262,clean,66,12.988357065151515,77.57226461515151,SHESHADRIPURAM,medium,0,SCOOTER,0.0,"Deena Seva Sangh Road, PNR Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560020 (India)"
C_469,ADUGODI,police_station_mode,HIGH,5,5,LOW,0,23,2384,13,2,21,0.0277,clean,66,12.925191765151515,77.63352727272728,ADUGODI,medium,0,CAR,0.0455,"80 Feet Road, SBI Colony, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)"
C_87,JEEVANBHEEMANAGAR,police_station_mode,HIGH,13,13,HIGH,0,35,5678,16,11,24,0.0114,clean,65,12.968622081538463,77.64954407076922,JEEVANBHEEMANAGAR,medium,0,CAR,0.0,"Jeevan Bhima Nagar Main Road, Indian Airlines Staff Quarters, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
C_461,JEEVANBHEEMANAGAR,police_station_mode,HIGH,13,13,HIGH,0,35,5678,16,11,24,0.0114,clean,65,12.972386383720947,77.64705670907152,JEEVANBHEEMANAGAR,medium,0,CAR,0.0,"Sir CV Raman Hospital Road, Old Thippasandra, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)"
C_187,KODIGEHALLI,police_station_mode,HIGH,16,16,HIGH,0,33,8738,15,10,21,0.0073,clean,64,13.0272671953125,77.5776742453125,KODIGEHALLI,medium,0,CAR,0.0,"80 Feet Road, Poojari Layout, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
C_185,HULIMAVU,police_station_mode,HIGH,9,9,LOW,0,21,1677,10,5,15,0.0382,clean,64,12.89080046875,77.63851354375,HULIMAVU,medium,0,CAR,0.0,"Hosur Road, Ozone Manay Tech Park, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)"
C_371,ELECTRONIC CITY,police_station_mode,HIGH,7,7,MEDIUM,0,22,3309,11,6,15,0.019,clean,63,12.880872558730157,77.64529713015874,ELECTRONIC CITY,medium,0,CAR,0.0,"Hosur Road, Zed Enclave, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
C_399,HULIMAVU,police_station_mode,HIGH,10,10,LOW,0,21,1677,10,5,15,0.0376,clean,63,12.876332860317456,77.64756266031748,HULIMAVU,medium,0,CAR,0.0,"Hosur Road, Total Environment Greensleeves, HAL Layout, Bengaluru, Karnataka. Pin-560068 (India)"
C_246,JAYANAGARA,police_station_mode,HIGH,11,11,MEDIUM,0,34,3074,15,6,28,0.0202,clean,62,12.917018003225806,77.59692284516129,JAYANAGARA,medium,0,CAR,0.0323,"East End A Main Road, Dr BR Ambedkar Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)"
C_382,HAL OLD AIRPORT,police_station_mode,HIGH,21,21,CRITICAL,0,51,19446,22,17,32,0.0032,clean,62,12.931582438151466,77.68604476158336,HAL OLD AIRPORT,medium,0,CAR,0.0,"Devarabisanahalli Road, Shilpitha Tech Park, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)"
C_568,HIGH GROUND,police_station_mode,HIGH,7,7,MEDIUM,0,19,4200,13,6,11,0.0148,clean,62,12.991868017741938,77.59438395645164,HIGH GROUND,medium,0,SCOOTER,0.0,"Millers Road, Kaverappa Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)"
